type,length_of_arr,no_compares,no_swaps,time
merge,2600,28336,26243,0.04572629928588867
quick,2600,21396,36083,0.04071784019470215
dual_quick,2600,19328,30779,0.03754162788391113
hybrid,2600,33288,32822,0.04545140266418457
insert,2600,1663788,1663779,1.9434378147125244
merge,2600,28280,26232,0.047112226486206055
quick,2600,22242,35595,0.03986716270446777
dual_quick,2600,18319,28254,0.03562784194946289
hybrid,2600,32811,32338,0.046227216720581055
insert,2600,1675933,1675930,1.9495570659637451
merge,2600,28296,26253,0.04536747932434082
quick,2600,22857,36753,0.040747642517089844
dual_quick,2600,19095,27717,0.03451728820800781
hybrid,2600,33049,32548,0.04562640190124512
insert,2700,1827053,1827046,2.1404013633728027
merge,2700,29573,27487,0.047183990478515625
quick,2700,21819,34086,0.039063215255737305
dual_quick,2700,18330,28973,0.035803794860839844
hybrid,2700,34981,34550,0.046370506286621094
insert,2700,1816680,1816673,2.1646313667297363
merge,2700,29500,27376,0.04911470413208008
quick,2700,22980,38990,0.042195796966552734
dual_quick,2700,20453,33350,0.03975963592529297
hybrid,2700,34721,34248,0.045941829681396484
insert,2700,1852891,1852881,2.078951358795166
merge,2700,29532,27425,0.06318044662475586
quick,2700,24074,35454,0.0481412410736084
dual_quick,2700,19003,29197,0.036440372467041016
hybrid,2700,34918,34467,0.04883575439453125
insert,2700,1793635,1793623,2.152535915374756
merge,2700,29546,27432,0.04819464683532715
quick,2700,21671,37307,0.04076361656188965
dual_quick,2700,20375,32493,0.057861328125
hybrid,2700,34831,34388,0.05242776870727539
insert,2700,1842746,1842743,2.2901008129119873
merge,2700,29570,27459,0.049123525619506836
quick,2700,21953,35615,0.045117855072021484
dual_quick,2700,19015,29232,0.05749106407165527
hybrid,2700,35001,34553,0.052321434020996094
insert,2800,1935833,1935826,2.5893735885620117
merge,2800,30786,28634,0.09303474426269531
quick,2800,24540,40013,0.09055757522583008
dual_quick,2800,19886,31457,0.08092379570007324
hybrid,2800,36896,36420,0.10011982917785645
insert,2800,1960338,1960326,3.0279555320739746
merge,2800,30882,28618,0.06127214431762695
quick,2800,29027,40035,0.060480356216430664
dual_quick,2800,20179,32423,0.04692888259887695
hybrid,2800,37121,36683,0.05995965003967285
insert,2800,1969103,1969100,2.3948962688446045
merge,2800,30763,28574,0.05176973342895508
quick,2800,21311,35175,0.04210376739501953
dual_quick,2800,20955,30517,0.0408780574798584
hybrid,2800,36712,36248,0.04843544960021973
insert,2800,1994424,1994418,2.325601816177368
merge,2800,30842,28612,0.04941368103027344
quick,2800,22238,37425,0.039589643478393555
dual_quick,2800,17519,32264,0.03686809539794922
hybrid,2800,36597,36160,0.04858207702636719
insert,2800,1964152,1964144,2.2177038192749023
merge,2800,30876,28598,0.05251193046569824
quick,2800,23648,38089,0.04417824745178223
dual_quick,2800,21408,31599,0.04413008689880371
hybrid,2800,37101,36614,0.04973912239074707
insert,2900,2102750,2102737,2.484311580657959
merge,2900,32043,29685,0.06374549865722656
quick,2900,22778,37715,0.06023263931274414
dual_quick,2900,19958,33981,0.045001983642578125
hybrid,2900,35043,34345,0.04875445365905762
insert,2900,2094417,2094412,2.4851109981536865
merge,2900,32076,29745,0.05481100082397461
quick,2900,26757,40361,0.04748988151550293
dual_quick,2900,23109,34854,0.04546713829040527
hybrid,2900,34724,34021,0.04811906814575195
insert,2900,2075492,2075485,2.424929141998291
merge,2900,32066,29784,0.052794694900512695
quick,2900,24199,40630,0.0450742244720459
dual_quick,2900,21315,36508,0.04320693016052246
hybrid,2900,35198,34488,0.05065464973449707
insert,2900,2116241,2116231,2.451878070831299
merge,2900,32049,29778,0.053543806076049805
quick,2900,23684,38355,0.04358816146850586
dual_quick,2900,18447,34490,0.0399479866027832
hybrid,2900,34993,34313,0.050321102142333984
insert,2900,2108958,2108954,2.50288987159729
merge,2900,32047,29767,0.05497860908508301
quick,2900,23321,38484,0.0434422492980957
dual_quick,2900,20219,32336,0.04137468338012695
hybrid,2900,35100,34409,0.04974865913391113
insert,3000,2255239,2255234,2.4899630546569824
merge,3000,33305,30953,0.056502580642700195
quick,3000,27999,41308,0.05043435096740723
dual_quick,3000,20530,34578,0.04262971878051758
hybrid,3000,34476,33679,0.05008983612060547
insert,3000,2289027,2289024,2.676328659057617
merge,3000,33244,30925,0.05677437782287598
quick,3000,26974,42791,0.0503387451171875
dual_quick,3000,22404,33687,0.043619632720947266
hybrid,3000,34539,33711,0.04988670349121094
insert,3000,2249248,2249237,2.6238198280334473
merge,3000,33307,30954,0.054669857025146484
quick,3000,25019,41752,0.04668688774108887
dual_quick,3000,21194,33547,0.04069328308105469
hybrid,3000,34667,33887,0.050504446029663086
insert,3000,2276166,2276159,2.6462762355804443
merge,3000,33169,30825,0.055281877517700195
quick,3000,28086,43409,0.051705360412597656
dual_quick,3000,21042,32674,0.04450082778930664
hybrid,3000,34399,33628,0.04976177215576172
insert,3000,2267766,2267761,2.631840705871582
merge,3000,33248,30871,0.05601692199707031
quick,3000,26359,41661,0.04744672775268555
dual_quick,3000,23071,34247,0.04475045204162598
hybrid,3000,34676,33891,0.0481417179107666
insert,3100,2368631,2368622,2.77836275100708
merge,3100,34468,32131,0.05308222770690918
quick,3100,29070,43302,0.04702496528625488
dual_quick,3100,22507,37094,0.04360461235046387
hybrid,3100,36106,35336,0.046666860580444336
insert,3100,2416682,2416675,2.6914312839508057
merge,3100,34475,32077,0.058356523513793945
quick,3100,26069,45258,0.05212879180908203
dual_quick,3100,24291,35083,0.04662275314331055
hybrid,3100,36069,35250,0.056450843811035156
insert,3100,2415471,2415467,2.8254787921905518
merge,3100,34511,32138,0.0584263801574707
quick,3100,24545,40496,0.048254966735839844
dual_quick,3100,22364,35927,0.04583120346069336
hybrid,3100,35943,35159,0.04963517189025879
insert,3100,2419627,2419620,2.8169093132019043
merge,3100,34460,32087,0.05743074417114258
quick,3100,25193,41561,0.04985165596008301
dual_quick,3100,22538,36669,0.046700239181518555
hybrid,3100,35813,34993,0.05017495155334473
insert,3100,2384589,2384585,2.7788867950439453
merge,3100,34484,32042,0.05757331848144531
quick,3100,26607,43808,0.05105090141296387
dual_quick,3100,21617,35825,0.04444169998168945
hybrid,3100,36167,35380,0.052167415618896484
insert,3200,2512327,2512316,2.950921058654785
merge,3200,35672,33277,0.0598604679107666
quick,3200,25441,45289,0.0495142936706543
dual_quick,3200,23647,36060,0.045995235443115234
hybrid,3200,37444,36676,0.0519709587097168
insert,3200,2580090,2580080,2.913271427154541
merge,3200,35750,33293,0.05954313278198242
quick,3200,26775,46632,0.05293750762939453
dual_quick,3200,22463,35922,0.04377579689025879
hybrid,3200,37421,36590,0.051467180252075195
insert,3200,2557109,2557098,2.9694268703460693
merge,3200,35731,33260,0.059740304946899414
quick,3200,27424,42114,0.05110740661621094
dual_quick,3200,24637,40621,0.04725909233093262
hybrid,3200,37372,36590,0.05157017707824707
insert,3200,2588330,2588325,3.0408239364624023
merge,3200,35773,33268,0.05965852737426758
quick,3200,30393,44925,0.0546870231628418
dual_quick,3200,23465,36357,0.043969154357910156
hybrid,3200,37749,36920,0.05193901062011719
insert,3200,2601108,2601101,3.031327962875366
merge,3200,35710,33277,0.0593569278717041
quick,3200,27430,45730,0.05258989334106445
dual_quick,3200,25963,39958,0.05160164833068848
hybrid,3200,37438,36685,0.05385875701904297
insert,3300,2693083,2693076,3.170746326446533
merge,3300,36939,34468,0.06129050254821777
quick,3300,28414,45232,0.05339694023132324
dual_quick,3300,25225,38104,0.0491642951965332
hybrid,3300,38912,38094,0.05560111999511719
insert,3300,2697233,2697224,3.0329837799072266
merge,3300,36974,34518,0.06139492988586426
quick,3300,30136,45425,0.05536031723022461
dual_quick,3300,24000,38869,0.04866170883178711
hybrid,3300,38968,38188,0.05595660209655762
insert,3300,2750162,2750153,3.1742465496063232
merge,3300,36968,34454,0.060868263244628906
quick,3300,31349,46006,0.05622243881225586
dual_quick,3300,23675,37682,0.04699850082397461
hybrid,3300,39145,38313,0.05405139923095703
insert,3300,2722243,2722234,3.1851141452789307
merge,3300,36969,34391,0.061412811279296875
quick,3300,28263,44440,0.053575992584228516
dual_quick,3300,25226,38583,0.048349857330322266
hybrid,3300,38984,38165,0.0563349723815918
insert,3300,2746813,2746801,3.349811553955078
merge,3300,36996,34562,0.059255123138427734
quick,3300,28025,47062,0.07365775108337402
dual_quick,3300,23027,41365,0.09308052062988281
hybrid,3300,39049,38304,0.055495262145996094
insert,3400,2925207,2925197,3.7591748237609863
merge,3400,38187,35721,0.06525015830993652
quick,3400,28195,46426,0.055655717849731445
dual_quick,3400,24611,40435,0.05489921569824219
hybrid,3400,40283,39486,0.059894561767578125
insert,3400,2885873,2885866,3.6364006996154785
merge,3400,38235,35633,0.06215047836303711
quick,3400,30243,46650,0.0567774772644043
dual_quick,3400,25336,39273,0.04856729507446289
hybrid,3400,40579,39723,0.05535316467285156
insert,3400,2876899,2876890,3.3603053092956543
merge,3400,38191,35631,0.06224536895751953
quick,3400,29008,50994,0.05764579772949219
dual_quick,3400,23392,38315,0.048095703125
hybrid,3400,40470,39675,0.05673527717590332
insert,3400,2895382,2895375,3.4149227142333984
merge,3400,38193,35640,0.06205439567565918
quick,3400,30097,47756,0.05675864219665527
dual_quick,3400,24434,40673,0.04913020133972168
hybrid,3400,40393,39583,0.05527544021606445
insert,3400,2984609,2984606,4.00909161567688
merge,3400,38284,35626,0.13251638412475586
quick,3400,29637,45936,0.10451674461364746
dual_quick,3400,24576,44082,0.09886932373046875
hybrid,3400,40563,39744,0.1077573299407959
insert,3500,3073698,3073687,3.844359874725342
merge,3500,39413,36781,0.06489825248718262
quick,3500,29529,49449,0.05383467674255371
dual_quick,3500,26204,40436,0.049353837966918945
hybrid,3500,42265,41433,0.05721116065979004
insert,3500,3011193,3011187,3.5105836391448975
merge,3500,39405,36865,0.06359529495239258
quick,3500,28935,45631,0.053208112716674805
dual_quick,3500,25240,40080,0.047751665115356445
hybrid,3500,42169,41368,0.05919528007507324
insert,3500,3026383,3026374,3.539470911026001
merge,3500,39413,36789,0.06371784210205078
quick,3500,28963,53267,0.05676078796386719
dual_quick,3500,28903,43249,0.0540769100189209
hybrid,3500,42146,41294,0.057179927825927734
insert,3500,3068920,3068904,3.5805587768554688
merge,3500,39374,36732,0.06356573104858398
quick,3500,30396,48310,0.055196523666381836
dual_quick,3500,28395,48207,0.056496381759643555
hybrid,3500,42042,41215,0.058272361755371094
insert,3500,3069564,3069561,3.5809550285339355
merge,3500,39399,36809,0.060152292251586914
quick,3500,27993,46714,0.04973173141479492
dual_quick,3500,26190,39974,0.04761004447937012
hybrid,3500,41999,41129,0.05592012405395508
insert,3600,3227295,3227285,3.698470115661621
merge,3600,40651,38022,0.06510210037231445
quick,3600,32987,49834,0.05873513221740723
dual_quick,3600,28833,46567,0.05672597885131836
hybrid,3600,43712,42888,0.06115555763244629
insert,3600,3212741,3212731,3.7728631496429443
merge,3600,40703,38040,0.06588935852050781
quick,3600,32595,50582,0.05697011947631836
dual_quick,3600,25679,42455,0.0509648323059082
hybrid,3600,43928,43062,0.05977296829223633
insert,3600,3220673,3220664,3.7945873737335205
merge,3600,40622,38046,0.06536030769348145
quick,3600,30818,49803,0.0565180778503418
dual_quick,3600,25318,42049,0.051286935806274414
hybrid,3600,43716,42885,0.06028175354003906
insert,3600,3147130,3147125,3.7139737606048584
merge,3600,40593,38036,0.06069183349609375
quick,3600,33180,50758,0.055504798889160156
dual_quick,3600,27949,41723,0.04832577705383301
hybrid,3600,43558,42739,0.056078195571899414
insert,3600,3299051,3299040,3.768693447113037
merge,3600,40662,38022,0.06614851951599121
quick,3600,33892,50333,0.058303117752075195
dual_quick,3600,26746,41736,0.052133798599243164
hybrid,3600,43683,42887,0.059424638748168945
insert,3700,3395339,3395329,3.9633419513702393
merge,3700,41757,39150,0.06810164451599121
quick,3700,31800,53613,0.05950617790222168
dual_quick,3700,27480,51728,0.0587465763092041
hybrid,3700,44945,44100,0.06635236740112305
insert,3700,3520972,3520962,4.1022562980651855
merge,3700,41824,39188,0.06743526458740234
quick,3700,31620,51817,0.05719113349914551
dual_quick,3700,26791,43119,0.05349564552307129
hybrid,3700,45192,44361,0.06122469902038574
insert,3700,3400037,3400030,3.9389147758483887
merge,3700,41764,39217,0.06396245956420898
quick,3700,30573,54695,0.05616188049316406
dual_quick,3700,25618,45521,0.051482439041137695
hybrid,3700,45028,44234,0.059949636459350586
insert,3700,3406190,3406183,3.9003782272338867
merge,3700,41804,39238,0.0687713623046875
quick,3700,33842,52813,0.06148171424865723
dual_quick,3700,30541,45030,0.05793905258178711
hybrid,3700,45370,44560,0.0631721019744873
insert,3700,3333862,3333854,3.8955140113830566
merge,3700,41927,39184,0.0666344165802002
quick,3700,30931,49257,0.05576825141906738
dual_quick,3700,29576,43723,0.05504631996154785
hybrid,3700,45440,44534,0.06164073944091797
insert,3800,3654773,3654766,4.1787190437316895
merge,3800,43069,40393,0.06917619705200195
quick,3800,33885,54440,0.06043601036071777
dual_quick,3800,28143,43808,0.05356597900390625
hybrid,3800,47006,46083,0.06314492225646973
insert,3800,3668708,3668703,4.204738140106201
merge,3800,42951,40339,0.06873250007629395
quick,3800,33564,54321,0.05933260917663574
dual_quick,3800,27479,45302,0.05453181266784668
hybrid,3800,46858,46039,0.06235241889953613
insert,3800,3668120,3668113,4.292797088623047
merge,3800,43079,40469,0.07023096084594727
quick,3800,31169,54072,0.05866742134094238
dual_quick,3800,28783,45514,0.05578970909118652
hybrid,3800,46893,46091,0.06483745574951172
insert,3800,3650645,3650638,4.276214122772217
merge,3800,43036,40424,0.06858038902282715
quick,3800,31099,52573,0.05869102478027344
dual_quick,3800,28842,45019,0.055272579193115234
hybrid,3800,46732,45940,0.06417536735534668
insert,3800,3664143,3664138,4.284670114517212
merge,3800,43080,40390,0.06922054290771484
quick,3800,34538,51989,0.06050562858581543
dual_quick,3800,28046,44914,0.05432415008544922
hybrid,3800,46806,45982,0.06292533874511719
insert,3900,3815009,3815001,4.380166292190552
merge,3900,44269,41576,0.07195281982421875
quick,3900,38804,60882,0.06955122947692871
dual_quick,3900,28231,45083,0.05522894859313965
hybrid,3900,48765,47890,0.06757187843322754
insert,3900,3837365,3837357,4.513082981109619
merge,3900,44155,41560,0.07227969169616699
quick,3900,32369,54959,0.06107282638549805
dual_quick,3900,28459,44881,0.0570220947265625
hybrid,3900,48474,47687,0.06590914726257324
insert,3900,3848301,3848292,4.504106283187866
merge,3900,44302,41659,0.07122683525085449
quick,3900,31313,54092,0.06015944480895996
dual_quick,3900,28386,47650,0.05660653114318848
hybrid,3900,48764,47879,0.06840372085571289
insert,3900,3823321,3823314,4.371888160705566
merge,3900,44233,41568,0.06863689422607422
quick,3900,31286,52323,0.05811810493469238
dual_quick,3900,30141,46292,0.05574631690979004
hybrid,3900,48319,47434,0.06421971321105957
insert,3900,3767343,3767333,4.366289138793945
merge,3900,44251,41616,0.07225251197814941
quick,3900,32770,56073,0.06248927116394043
dual_quick,3900,29596,50596,0.05925488471984863
hybrid,3900,48593,47731,0.06700825691223145
insert,4000,3996179,3996173,5.031104326248169
merge,4000,45398,42836,0.07377791404724121
quick,4000,35315,54414,0.06313800811767578
dual_quick,4000,29333,46578,0.057474613189697266
hybrid,4000,50191,49327,0.06882691383361816
insert,4000,4018136,4018127,4.715768337249756
merge,4000,45430,42825,0.07366085052490234
quick,4000,33384,57765,0.06282711029052734
dual_quick,4000,28828,49124,0.05801701545715332
hybrid,4000,50027,49181,0.06848001480102539
insert,4000,4020530,4020524,4.579935073852539
merge,4000,45473,42801,0.07387661933898926
quick,4000,31903,53364,0.05904865264892578
dual_quick,4000,29921,48394,0.05973243713378906
hybrid,4000,50429,49520,0.06955718994140625
insert,4000,4062947,4062936,4.777119874954224
merge,4000,45360,42806,0.0734250545501709
quick,4000,38033,58824,0.06761503219604492
dual_quick,4000,30730,48402,0.058977603912353516
hybrid,4000,50094,49224,0.06942367553710938
insert,4000,4053740,4053734,4.761954069137573
merge,4000,45335,42748,0.07348513603210449
quick,4000,34783,57331,0.06376385688781738
dual_quick,4000,31505,51175,0.06161808967590332
hybrid,4000,49718,48930,0.06820321083068848
insert,4100,4230991,4230988,4.83908748626709
merge,4100,46678,43997,0.07618045806884766
quick,4100,36273,60754,0.06637358665466309
dual_quick,4100,32750,52351,0.0644385814666748
hybrid,4100,51964,51069,0.0707235336303711
insert,4100,4181023,4181014,4.9219160079956055
merge,4100,46601,43977,0.07455992698669434
quick,4100,39546,59638,0.06844973564147949
dual_quick,4100,32072,47657,0.060369014739990234
hybrid,4100,51872,51004,0.07022333145141602
insert,4100,4130193,4130188,4.858238458633423
merge,4100,46554,44019,0.07504129409790039
quick,4100,37203,60550,0.06627416610717773
dual_quick,4100,33548,50709,0.06244087219238281
hybrid,4100,51481,50627,0.06940531730651855
insert,4100,4212726,4212714,4.851808071136475
merge,4100,46535,44055,0.07449579238891602
quick,4100,34953,57028,0.06312918663024902
dual_quick,4100,30778,49050,0.0591583251953125
hybrid,4100,51709,50826,0.07063698768615723
insert,4100,4175807,4175802,4.895846128463745
merge,4100,46622,44003,0.07629632949829102
quick,4100,34267,59648,0.06529545783996582
dual_quick,4100,28905,49158,0.05959177017211914
hybrid,4100,51749,50922,0.0708475112915039
insert,4200,4388622,4388616,5.189332008361816
merge,4200,48090,45292,0.07759284973144531
quick,4200,35921,62190,0.06797122955322266
dual_quick,4200,30793,50073,0.059790849685668945
hybrid,4200,53494,52621,0.07151079177856445
insert,4200,4381179,4381172,5.015216827392578
merge,4200,47950,45255,0.07511210441589355
quick,4200,40222,60582,0.06757092475891113
dual_quick,4200,29584,52993,0.0630795955657959
hybrid,4200,53482,52625,0.07304024696350098
insert,4200,4387339,4387333,5.21359658241272
merge,4200,47995,45237,0.07790684700012207
quick,4200,38493,60535,0.06991958618164062
dual_quick,4200,30539,50702,0.05947470664978027
hybrid,4200,53514,52634,0.0731499195098877
insert,4200,4395403,4395400,5.151742935180664
merge,4200,48096,45283,0.07770466804504395
quick,4200,38225,59588,0.06782197952270508
dual_quick,4200,31088,57879,0.0650322437286377
hybrid,4200,53789,52916,0.0732734203338623
insert,4200,4381471,4381467,5.068384408950806
merge,4200,48094,45249,0.07639884948730469
quick,4200,35996,60373,0.06554412841796875
dual_quick,4200,33025,49636,0.05980968475341797
hybrid,4200,53542,52709,0.07179760932922363
insert,4300,4656097,4656088,5.42239236831665
merge,4300,49426,46446,0.0808265209197998
quick,4300,37549,62542,0.06960773468017578
dual_quick,4300,33837,51124,0.06215381622314453
hybrid,4300,55468,54547,0.07563614845275879
insert,4300,4564481,4564474,5.348159313201904
merge,4300,49416,46526,0.07962703704833984
quick,4300,41340,66427,0.0736231803894043
dual_quick,4300,32230,53072,0.06448125839233398
hybrid,4300,55170,54323,0.07512068748474121
insert,4300,4583964,4583956,5.3095481395721436
merge,4300,49394,46525,0.08046483993530273
quick,4300,38614,59334,0.07251954078674316
dual_quick,4300,31995,51865,0.06189990043640137
hybrid,4300,55306,54489,0.07517862319946289
insert,4300,4619879,4619874,5.449985980987549
merge,4300,49469,46473,0.08009457588195801
quick,4300,43820,66559,0.07606029510498047
dual_quick,4300,33110,50002,0.06450843811035156
hybrid,4300,55431,54558,0.0750572681427002
insert,4300,4660399,4660394,5.5579869747161865
merge,4300,49468,46559,0.08128523826599121
quick,4300,40848,61269,0.0706031322479248
dual_quick,4300,34401,57930,0.0738067626953125
hybrid,4300,55231,54375,0.0968928337097168
insert,4400,4772289,4772283,6.871302604675293
merge,4400,50800,47720,0.08800578117370605
quick,4400,36539,63281,0.0780632495880127
dual_quick,4400,33310,56131,0.0686180591583252
hybrid,4400,56839,55918,0.08095407485961914
insert,4400,4898592,4898586,5.887166261672974
merge,4400,50892,47815,0.08344841003417969
quick,4400,37343,64513,0.0708920955657959
dual_quick,4400,31480,51403,0.06242012977600098
hybrid,4400,57116,56252,0.0790557861328125
insert,4400,4896389,4896384,6.320489883422852
merge,4400,50874,47692,0.0840752124786377
quick,4400,39104,64228,0.07083916664123535
dual_quick,4400,31787,51963,0.06294417381286621
hybrid,4400,57182,56287,0.07695126533508301
insert,4400,4882792,4882784,5.856393575668335
merge,4400,50892,47793,0.08425164222717285
quick,4400,39064,69654,0.07656359672546387
dual_quick,4400,34460,54442,0.1140134334564209
hybrid,4400,56939,55960,0.1165010929107666
insert,4400,4895391,4895385,5.9782960414886475
merge,4400,50792,47778,0.0858914852142334
quick,4400,35652,62260,0.0816798210144043
dual_quick,4400,33099,53513,0.09365248680114746
hybrid,4400,56805,55986,0.11806488037109375
insert,4500,4999036,4999030,6.1481773853302
merge,4500,52278,49000,0.08235621452331543
quick,4500,38986,60651,0.07592892646789551
dual_quick,4500,37728,55740,0.06610393524169922
hybrid,4500,58869,57967,0.07898902893066406
insert,4500,5029617,5029610,6.197064399719238
merge,4500,52136,48927,0.08386754989624023
quick,4500,37240,62585,0.06906723976135254
dual_quick,4500,34557,54093,0.06997942924499512
hybrid,4500,58527,57664,0.07902741432189941
insert,4500,5022773,5022768,6.12089467048645
merge,4500,52197,48974,0.08306694030761719
quick,4500,43712,64827,0.07435250282287598
dual_quick,4500,34213,58068,0.06765174865722656
hybrid,4500,58513,57650,0.07848930358886719
insert,4500,5017870,5017865,5.988654375076294
merge,4500,52224,48987,0.08644270896911621
quick,4500,40344,65644,0.0775766372680664
dual_quick,4500,35796,56096,0.06793475151062012
hybrid,4500,58836,57930,0.08095645904541016
insert,4500,5046836,5046828,6.150484085083008
merge,4500,52167,48976,0.08801126480102539
quick,4500,37475,70146,0.07663488388061523
dual_quick,4500,36693,54927,0.06904792785644531
hybrid,4500,58886,57976,0.08300328254699707
insert,4600,5280493,5280481,6.554566383361816
merge,4600,53613,50188,0.09965348243713379
quick,4600,38100,66178,0.08139872550964355
dual_quick,4600,34586,54196,0.06501150131225586
hybrid,4600,60484,59587,0.0847325325012207
insert,4600,5361655,5361650,6.206566095352173
merge,4600,53501,50182,0.08661508560180664
quick,4600,42416,66577,0.0782935619354248
dual_quick,4600,32131,55905,0.06639814376831055
hybrid,4600,60066,59216,0.08138585090637207
insert,4600,5283663,5283652,6.449906587600708
merge,4600,53687,50236,0.08515596389770508
quick,4600,39652,65128,0.07224392890930176
dual_quick,4600,39381,57874,0.06926774978637695
hybrid,4600,60817,59899,0.08144354820251465
insert,4600,5239986,5239976,6.069577932357788
merge,4600,53594,50290,0.08872222900390625
quick,4600,37899,65291,0.0706479549407959
dual_quick,4600,36698,58279,0.06836700439453125
hybrid,4600,60427,59503,0.08080220222473145
insert,4600,5272527,5272515,6.2193732261657715
merge,4600,53564,50231,0.08539724349975586
quick,4600,40448,68805,0.07570481300354004
dual_quick,4600,35544,53549,0.06581544876098633
hybrid,4600,60511,59613,0.08556389808654785
insert,4700,5551644,5551636,6.563746929168701
merge,4700,55013,51484,0.08715486526489258
quick,4700,38871,68558,0.07336640357971191
dual_quick,4700,38790,58347,0.06958580017089844
hybrid,4700,62464,61564,0.08507490158081055
insert,4700,5560569,5560563,6.447028875350952
merge,4700,54970,51462,0.09150505065917969
quick,4700,39892,68405,0.0757913589477539
dual_quick,4700,36178,56808,0.07097387313842773
hybrid,4700,62292,61387,0.08505439758300781
insert,4700,5529760,5529754,6.528581380844116
merge,4700,54926,51369,0.08751034736633301
quick,4700,42117,67397,0.07506132125854492
dual_quick,4700,36122,62568,0.0733792781829834
hybrid,4700,62241,61358,0.08474850654602051
insert,4700,5585067,5585064,6.482174396514893
merge,4700,55066,51490,0.09154725074768066
quick,4700,41819,65443,0.0743260383605957
dual_quick,4700,35471,59826,0.07031393051147461
hybrid,4700,62412,61517,0.0836496353149414
insert,4700,5513977,5513968,6.5190839767456055
merge,4700,54975,51475,0.09181499481201172
quick,4700,46071,76308,0.08792424201965332
dual_quick,4700,34184,56672,0.06788134574890137
hybrid,4700,62440,61534,0.08376240730285645
insert,4800,5914945,5914935,7.007949590682983
merge,4800,56337,52762,0.08377909660339355
quick,4800,44459,72477,0.08068299293518066
dual_quick,4800,37216,55851,0.06372237205505371
hybrid,4800,63968,63037,0.0816657543182373
insert,4800,5784720,5784714,6.773367881774902
merge,4800,56390,52730,0.09032273292541504
quick,4800,41988,67149,0.07595491409301758
dual_quick,4800,34643,63519,0.07144045829772949
hybrid,4800,63908,63009,0.08674407005310059
insert,4800,5711379,5711373,6.756223678588867
merge,4800,56414,52713,0.0973050594329834
quick,4800,50042,73627,0.0881807804107666
dual_quick,4800,40836,60977,0.07390165328979492
hybrid,4800,64236,63303,0.09401583671569824
insert,4800,5754425,5754421,6.8541624546051025
merge,4800,56273,52727,0.09719657897949219
quick,4800,43604,69886,0.08176946640014648
dual_quick,4800,39205,61559,0.07264971733093262
hybrid,4800,63761,62904,0.08815908432006836
insert,4800,5729988,5729978,6.811049461364746
merge,4800,56405,52781,0.09322237968444824
quick,4800,45494,71948,0.08536839485168457
dual_quick,4800,40902,61435,0.07870197296142578
hybrid,4800,63948,63064,0.08631563186645508
insert,4900,5938964,5938956,6.940138816833496
merge,4900,57793,54004,0.09380912780761719
quick,4900,43321,73780,0.08013796806335449
dual_quick,4900,38219,59744,0.07328391075134277
hybrid,4900,66045,65161,0.10200643539428711
insert,4900,6003866,6003859,7.137774229049683
merge,4900,57748,53963,0.09469270706176758
quick,4900,44838,67819,0.08007359504699707
dual_quick,4900,35692,66347,0.0777120590209961
hybrid,4900,66224,65352,0.0886383056640625
insert,4900,5988735,5988726,7.285669565200806
merge,4900,57671,53956,0.09575605392456055
quick,4900,42955,69179,0.0827174186706543
dual_quick,4900,36345,60807,0.07692909240722656
hybrid,4900,65569,64700,0.08828592300415039
insert,4900,6009427,6009419,7.269188165664673
merge,4900,57854,54007,0.0921788215637207
quick,4900,40942,76656,0.07976865768432617
dual_quick,4900,36877,60111,0.0966343879699707
hybrid,4900,66107,65130,0.09605979919433594
insert,4900,6119459,6119452,7.974871397018433
merge,4900,57787,54042,0.09155154228210449
quick,4900,44233,70468,0.08775806427001953
dual_quick,4900,37458,60694,0.06511688232421875
hybrid,4900,65916,65016,0.08325815200805664
insert,5000,6245992,6245981,7.264336824417114
merge,5000,59069,55232,0.09682416915893555
quick,5000,45821,73780,0.08447742462158203
dual_quick,5000,42131,63031,0.07737135887145996
hybrid,5000,67317,66404,0.09048795700073242
insert,5000,6175557,6175550,7.700040340423584
merge,5000,59091,55182,0.12893104553222656
quick,5000,52183,80929,0.09346246719360352
dual_quick,5000,36763,64372,0.07482051849365234
hybrid,5000,67435,66583,0.08941936492919922
insert,5000,6198275,6198269,7.536577224731445
merge,5000,59180,55253,0.09436774253845215
quick,5000,43141,74682,0.0804433822631836
dual_quick,5000,38072,60727,0.07232213020324707
hybrid,5000,67740,66834,0.09082794189453125
insert,5000,6223686,6223677,7.3065102100372314
merge,5000,59030,55231,0.09340906143188477
quick,5000,44144,68707,0.07774710655212402
dual_quick,5000,40328,64724,0.07754015922546387
hybrid,5000,67628,66737,0.08965373039245605
insert,5000,6273795,6273787,7.192460298538208
merge,5000,59072,55275,0.09492325782775879
quick,5000,46269,74854,0.08299946784973145
dual_quick,5000,38835,59467,0.07074213027954102
hybrid,5000,67756,66838,0.09113335609436035
insert,5100,6563963,6563953,8.620253086090088
merge,5100,60382,56435,0.0956878662109375
quick,5100,45099,72571,0.08082413673400879
dual_quick,5100,39134,62916,0.07467436790466309
hybrid,5100,69489,68617,0.09685492515563965
insert,5100,6377575,6377568,7.653275728225708
merge,5100,60470,56528,0.09814620018005371
quick,5100,46903,74039,0.0831601619720459
dual_quick,5100,41268,63669,0.07877707481384277
hybrid,5100,69657,68743,0.09525132179260254
insert,5100,6503208,6503201,7.963989734649658
merge,5100,60408,56452,0.09916305541992188
quick,5100,51096,77570,0.08802342414855957
