type,length_of_arr,no_compares,no_swaps,time
dual_quick,5100,40464,62896,0.07453274726867676
hybrid,5100,69446,68539,0.09249091148376465
insert,5100,6393226,6393218,7.616335868835449
merge,5100,60470,56399,0.10799908638000488
quick,5100,41810,72904,0.07934999465942383
dual_quick,5100,38776,63963,0.07395434379577637
hybrid,5100,69494,68550,0.09313726425170898
insert,5100,6493736,6493723,8.009676218032837
merge,5100,60393,56417,0.10438776016235352
quick,5100,46583,76509,0.08653092384338379
dual_quick,5100,43011,64043,0.08094072341918945
hybrid,5100,69682,68769,0.09507274627685547
insert,5200,6676335,6676333,7.903652906417847
merge,5200,61919,57780,0.10946297645568848
quick,5200,44963,73400,0.0891561508178711
dual_quick,5200,38272,66506,0.07950377464294434
hybrid,5200,71809,70891,0.09786391258239746
insert,5200,6767034,6767030,8.443196535110474
merge,5200,61837,57780,0.09776997566223145
quick,5200,47488,72895,0.08283019065856934
dual_quick,5200,40560,65037,0.08433365821838379
hybrid,5200,71396,70484,0.10816383361816406
insert,5200,6759280,6759270,7.692251682281494
merge,5200,61763,57728,0.09854984283447266
quick,5200,44651,83043,0.0868537425994873
dual_quick,5200,41169,65549,0.07795453071594238
hybrid,5200,71269,70351,0.09533357620239258
insert,5200,6722808,6722804,7.986593961715698
merge,5200,61779,57731,0.09786701202392578
quick,5200,43279,72703,0.0794820785522461
dual_quick,5200,42262,63407,0.07630610466003418
hybrid,5200,71075,70152,0.09463787078857422
insert,5200,6659792,6659784,7.7762956619262695
merge,5200,61810,57748,0.10199546813964844
quick,5200,50470,77197,0.08965063095092773
dual_quick,5200,42542,62327,0.07665538787841797
hybrid,5200,71513,70636,0.10862874984741211
insert,5300,7002182,7002173,9.002851009368896
merge,5300,63186,58997,0.1262342929840088
quick,5300,47153,83578,0.13163113594055176
dual_quick,5300,42513,66436,0.11604690551757812
hybrid,5300,73360,72348,0.14780664443969727
insert,5300,7028453,7028447,8.843186855316162
merge,5300,63183,58914,0.10439276695251465
quick,5300,46152,76102,0.08599042892456055
dual_quick,5300,42973,71682,0.0841681957244873
hybrid,5300,73218,72294,0.09883379936218262
insert,5300,7048393,7048384,8.85355281829834
merge,5300,63253,58959,0.10016608238220215
quick,5300,53172,80380,0.09093904495239258
dual_quick,5300,43695,69977,0.08251738548278809
hybrid,5300,73306,72309,0.09710264205932617
insert,5300,6937958,6937951,8.484799146652222
merge,5300,63216,59027,0.10329818725585938
quick,5300,51903,80096,0.09344744682312012
dual_quick,5300,40571,67229,0.10619831085205078
hybrid,5300,73342,72393,0.11208891868591309
insert,5300,7014739,7014732,9.006309986114502
merge,5300,63149,58975,0.10077428817749023
quick,5300,52045,81651,0.09179306030273438
dual_quick,5300,43334,70749,0.09834408760070801
hybrid,5300,73420,72472,0.09951424598693848
insert,5400,7333965,7333960,8.355319261550903
merge,5400,64571,60324,0.10464239120483398
quick,5400,48561,89584,0.09296298027038574
dual_quick,5400,43202,68576,0.08247089385986328
hybrid,5400,75261,74320,0.10075068473815918
insert,5400,7367561,7367552,8.716919422149658
merge,5400,64473,60295,0.10479521751403809
quick,5400,50138,83840,0.09244799613952637
dual_quick,5400,42166,74019,0.08319211006164551
hybrid,5400,74532,73598,0.09954047203063965
insert,5400,7254991,7254980,8.307443141937256
merge,5400,64423,60200,0.10331392288208008
quick,5400,50146,83194,0.09146285057067871
dual_quick,5400,44595,67440,0.08302807807922363
hybrid,5400,74957,74008,0.10152840614318848
insert,5400,7304128,7304123,8.575091361999512
merge,5400,64548,60341,0.09796261787414551
quick,5400,48691,78272,0.0844581127166748
dual_quick,5400,42373,66314,0.08655929565429688
hybrid,5400,75028,74072,0.09982943534851074
insert,5400,7251732,7251719,8.307112216949463
merge,5400,64507,60175,0.10421371459960938
quick,5400,54760,87464,0.09728097915649414
dual_quick,5400,43057,73161,0.08388543128967285
hybrid,5400,75257,74315,0.10130476951599121
insert,5500,7577374,7577366,8.83899736404419
merge,5500,65757,61527,0.10432910919189453
quick,5500,48573,81609,0.08971071243286133
dual_quick,5500,45386,67755,0.08299922943115234
hybrid,5500,76876,75947,0.10425972938537598
insert,5500,7638624,7638614,8.792048692703247
merge,5500,65862,61537,0.10526895523071289
quick,5500,50111,78912,0.09082555770874023
dual_quick,5500,41233,71846,0.08458137512207031
hybrid,5500,77017,76101,0.10366535186767578
insert,5500,7527047,7527041,8.71672797203064
merge,5500,65913,61489,0.1070864200592041
quick,5500,50919,82668,0.09309029579162598
dual_quick,5500,41634,67683,0.08348512649536133
hybrid,5500,77796,76810,0.105865478515625
insert,5500,7451962,7451956,8.592823505401611
merge,5500,65974,61516,0.10544681549072266
quick,5500,48281,76106,0.08695626258850098
dual_quick,5500,41994,73761,0.08357524871826172
hybrid,5500,77572,76636,0.10482573509216309
insert,5500,7573817,7573807,8.800390005111694
merge,5500,65854,61534,0.10731244087219238
quick,5500,51441,85793,0.09443259239196777
dual_quick,5500,41795,68015,0.08116269111633301
hybrid,5500,77442,76469,0.10524582862854004
insert,5600,7866217,7866206,9.143102884292603
merge,5600,67208,62686,0.10678935050964355
quick,5600,48288,88086,0.09264755249023438
dual_quick,5600,43629,69646,0.08215832710266113
hybrid,5600,79005,78011,0.10527801513671875
insert,5600,7873627,7873622,9.183595180511475
merge,5600,67185,62780,0.10750913619995117
quick,5600,53897,83400,0.0951228141784668
dual_quick,5600,42725,69609,0.08464169502258301
hybrid,5600,79286,78358,0.10840439796447754
insert,5600,7865931,7865925,9.014928579330444
merge,5600,67143,62800,0.10460162162780762
quick,5600,53567,84941,0.0935518741607666
dual_quick,5600,44083,72582,0.08343148231506348
hybrid,5600,78933,77953,0.10375738143920898
insert,5600,7881878,7881868,9.298752784729004
merge,5600,67178,62831,0.10784077644348145
quick,5600,50685,83587,0.09244847297668457
dual_quick,5600,46488,71118,0.0870976448059082
hybrid,5600,79024,78116,0.10647702217102051
insert,5600,7755594,7755586,8.7794828414917
merge,5600,67267,62811,0.11063909530639648
quick,5600,50608,82645,0.09307074546813965
dual_quick,5600,45777,70638,0.08649945259094238
hybrid,5600,79165,78172,0.10722994804382324
insert,5700,8174454,8174447,9.761781454086304
merge,5700,68437,64088,0.11013531684875488
quick,5700,54427,92095,0.09907865524291992
dual_quick,5700,46183,72905,0.08853006362915039
hybrid,5700,77916,76839,0.10540318489074707
insert,5700,8426585,8426576,9.560251474380493
merge,5700,68568,64033,0.11051487922668457
quick,5700,51449,81563,0.09297347068786621
dual_quick,5700,51803,74325,0.09006142616271973
hybrid,5700,77956,76820,0.10613846778869629
insert,5700,8140476,8140471,9.578779458999634
merge,5700,68583,63950,0.10488057136535645
quick,5700,57039,85445,0.09368157386779785
dual_quick,5700,43371,73117,0.08208131790161133
hybrid,5700,77706,76628,0.10123324394226074
insert,5700,8112450,8112445,9.366317749023438
merge,5700,68555,64091,0.10947942733764648
quick,5700,51304,83255,0.09331297874450684
dual_quick,5700,46040,70875,0.08780527114868164
hybrid,5700,77939,76809,0.10541963577270508
insert,5700,8246695,8246686,9.581608533859253
merge,5700,68543,64011,0.11030006408691406
quick,5700,52112,80711,0.09407472610473633
dual_quick,5700,48341,74207,0.09098172187805176
hybrid,5700,77876,76780,0.10706853866577148
insert,5800,8366150,8366142,9.687428951263428
merge,5800,69878,65289,0.1122434139251709
quick,5800,57934,92593,0.10425209999084473
dual_quick,5800,44849,73388,0.08685159683227539
hybrid,5800,75420,74052,0.10367822647094727
insert,5800,8463296,8463291,9.868009805679321
merge,5800,69935,65347,0.11322522163391113
quick,5800,54157,88429,0.0985405445098877
dual_quick,5800,46454,74904,0.0920403003692627
hybrid,5800,75701,74429,0.10465097427368164
insert,5800,8389241,8389230,9.648901224136353
merge,5800,69904,65326,0.1087195873260498
quick,5800,52203,86606,0.09458518028259277
dual_quick,5800,46967,75502,0.08640456199645996
hybrid,5800,75840,74452,0.1047372817993164
insert,5800,8551718,8551709,10.10867691040039
merge,5800,69926,65333,0.11174488067626953
quick,5800,55412,87009,0.09817957878112793
dual_quick,5800,44334,75669,0.08896803855895996
hybrid,5800,75693,74333,0.10495400428771973
insert,5800,8441913,8441906,9.587656259536743
merge,5800,69832,65285,0.112579345703125
quick,5800,52279,87652,0.09718108177185059
dual_quick,5800,46419,72827,0.08976149559020996
hybrid,5800,75352,73986,0.10460567474365234
insert,5900,8778780,8778768,10.39283013343811
merge,5900,71135,66572,0.11446833610534668
quick,5900,56286,89771,0.10154294967651367
dual_quick,5900,41215,76404,0.08774495124816895
hybrid,5900,73208,71655,0.10179901123046875
insert,5900,8848386,8848378,10.08330750465393
merge,5900,71307,66561,0.11477327346801758
quick,5900,55274,89779,0.10029101371765137
dual_quick,5900,46411,75532,0.09096550941467285
hybrid,5900,73690,72141,0.1038823127746582
insert,5900,8577461,8577452,9.977972507476807
merge,5900,71199,66557,0.11424803733825684
quick,5900,53905,88907,0.09936022758483887
dual_quick,5900,47763,75082,0.08968830108642578
hybrid,5900,73422,71862,0.10314393043518066
insert,5900,8621904,8621894,10.035413980484009
merge,5900,71213,66592,0.11350750923156738
quick,5900,50416,89051,0.09600162506103516
dual_quick,5900,47277,73944,0.09112739562988281
hybrid,5900,73643,72006,0.10276198387145996
insert,5900,8645829,8645823,10.106679439544678
merge,5900,71222,66525,0.11403107643127441
quick,5900,58907,97529,0.10741901397705078
dual_quick,5900,53298,74153,0.09372425079345703
hybrid,5900,73417,71801,0.10275769233703613
insert,6000,9083735,9083727,10.473792791366577
merge,6000,72540,67826,0.11613082885742188
quick,6000,56335,89727,0.10122299194335938
dual_quick,6000,43480,82999,0.09317517280578613
hybrid,6000,75130,73561,0.1068580150604248
insert,6000,9010582,9010576,10.387673616409302
merge,6000,72580,67875,0.11578726768493652
quick,6000,58360,97186,0.10689878463745117
dual_quick,6000,47582,78460,0.09328842163085938
hybrid,6000,75168,73646,0.10455083847045898
insert,6000,9070971,9070967,10.592479228973389
merge,6000,72548,67806,0.11809015274047852
quick,6000,54044,87626,0.09850335121154785
dual_quick,6000,50093,78603,0.09587740898132324
hybrid,6000,75103,73531,0.10551691055297852
insert,6000,9022570,9022561,10.289697408676147
merge,6000,72565,67826,0.11620330810546875
quick,6000,52663,94494,0.10087943077087402
dual_quick,6000,51036,77166,0.0919950008392334
hybrid,6000,75239,73663,0.10648822784423828
insert,6000,8872293,8872287,10.531394004821777
merge,6000,72545,67877,0.11572670936584473
quick,6000,53104,87469,0.0973670482635498
dual_quick,6000,53333,81388,0.10030579566955566
hybrid,6000,75238,73714,0.10469889640808105
insert,6100,9243678,9243672,10.573841571807861
merge,6100,73961,69086,0.11802530288696289
quick,6100,59886,99780,0.1088109016418457
dual_quick,6100,49492,80380,0.09639334678649902
hybrid,6100,76931,75331,0.1077418327331543
insert,6100,9419915,9419902,11.423244953155518
merge,6100,73819,69122,0.11893367767333984
quick,6100,54882,92981,0.10367727279663086
dual_quick,6100,53649,84946,0.09906744956970215
hybrid,6100,76705,75141,0.10795474052429199
insert,6100,9237425,9237417,10.683022499084473
merge,6100,73927,69167,0.11875700950622559
quick,6100,56729,101581,0.10634565353393555
dual_quick,6100,47248,78488,0.09312915802001953
hybrid,6100,76994,75414,0.10760974884033203
insert,6100,9238248,9238241,10.773131608963013
merge,6100,73848,69074,0.11890077590942383
quick,6100,58336,92607,0.1044623851776123
dual_quick,6100,49469,77646,0.09560966491699219
hybrid,6100,76761,75089,0.1071162223815918
insert,6100,9301247,9301238,11.377159595489502
merge,6100,73927,69118,0.1669154167175293
quick,6100,57387,92250,0.1403360366821289
dual_quick,6100,47079,75143,0.10634899139404297
hybrid,6100,76718,75179,0.1393439769744873
insert,6200,9743408,9743400,12.979347229003906
merge,6200,75291,70418,0.12137675285339355
quick,6200,59931,97942,0.10654354095458984
dual_quick,6200,47947,77576,0.10151314735412598
hybrid,6200,78606,77001,0.10516810417175293
insert,6200,9592256,9592247,11.73054027557373
merge,6200,75095,70370,0.11851286888122559
quick,6200,53925,99588,0.10248422622680664
dual_quick,6200,48994,80688,0.09571647644042969
hybrid,6200,78002,76440,0.1075124740600586
insert,6200,9516509,9516499,11.416282415390015
merge,6200,75159,70338,0.11951398849487305
quick,6200,63942,98937,0.11331486701965332
dual_quick,6200,50761,77853,0.09912967681884766
hybrid,6200,78245,76667,0.11187386512756348
insert,6200,9723201,9723196,11.228361129760742
merge,6200,75085,70409,0.12212038040161133
quick,6200,52977,90687,0.1042945384979248
dual_quick,6200,48152,77795,0.09582209587097168
hybrid,6200,78200,76601,0.11164188385009766
insert,6200,9633909,9633894,11.433223247528076
merge,6200,75254,70322,0.12276053428649902
quick,6200,52888,98754,0.10539722442626953
dual_quick,6200,51746,81186,0.10016059875488281
hybrid,6200,78439,76861,0.11146783828735352
insert,6300,10039259,10039251,15.559195041656494
merge,6300,76559,71712,0.15208673477172852
quick,6300,59788,96122,0.12293124198913574
dual_quick,6300,48921,78429,0.09730267524719238
hybrid,6300,79764,78179,0.1217491626739502
insert,6300,9961051,9961041,12.212326526641846
merge,6300,76548,71710,0.12414860725402832
quick,6300,58977,103702,0.11201667785644531
dual_quick,6300,49862,81021,0.09740686416625977
hybrid,6300,79661,78039,0.11130094528198242
insert,6300,9926444,9926439,11.504436254501343
merge,6300,76569,71607,0.12208104133605957
quick,6300,58514,101193,0.12223935127258301
dual_quick,6300,48581,82820,0.09904694557189941
hybrid,6300,79861,78253,0.11146688461303711
insert,6300,9961458,9961448,11.9354088306427
merge,6300,76610,71637,0.1233527660369873
quick,6300,61715,97404,0.10772585868835449
dual_quick,6300,52504,82933,0.10001850128173828
hybrid,6300,80182,78483,0.11365318298339844
insert,6300,9979221,9979212,11.524606227874756
merge,6300,76651,71678,0.12273526191711426
quick,6300,62785,98939,0.11663675308227539
dual_quick,6300,50077,78192,0.10462594032287598
hybrid,6300,80148,78530,0.11652374267578125
insert,6400,10196365,10196357,12.140993118286133
merge,6400,77835,72907,0.12825441360473633
quick,6400,62104,95507,0.11307406425476074
dual_quick,6400,51309,81586,0.09986662864685059
hybrid,6400,81484,79868,0.11729311943054199
insert,6400,10175944,10175938,11.846286535263062
merge,6400,77852,72932,0.11852002143859863
quick,6400,68864,102355,0.11406207084655762
dual_quick,6400,49306,79284,0.09324145317077637
hybrid,6400,81356,79713,0.10925006866455078
insert,6400,10199345,10199336,12.071997165679932
merge,6400,77930,72980,0.12533092498779297
quick,6400,57796,91068,0.10432958602905273
dual_quick,6400,56935,84052,0.09868597984313965
hybrid,6400,81562,80002,0.11200094223022461
insert,6400,10272472,10272466,14.944265127182007
merge,6400,77851,72956,0.14675450325012207
quick,6400,56987,94688,0.13098621368408203
dual_quick,6400,46892,82642,0.11945724487304688
hybrid,6400,81487,79871,0.1400289535522461
insert,6400,10173128,10173119,13.15153169631958
merge,6400,77765,72915,0.12519240379333496
quick,6400,59344,99083,0.1096646785736084
dual_quick,6400,54408,78749,0.09591317176818848
hybrid,6400,81371,79788,0.1152803897857666
insert,6500,10522869,10522859,12.237582206726074
merge,6500,79278,74261,0.13275575637817383
quick,6500,63135,99079,0.11294364929199219
dual_quick,6500,55154,83959,0.10092663764953613
hybrid,6500,83062,81435,0.1252131462097168
insert,6500,10576541,10576536,12.542028903961182
merge,6500,79212,74279,0.13067889213562012
quick,6500,55711,98604,0.11704373359680176
dual_quick,6500,50839,87037,0.10303688049316406
hybrid,6500,82949,81380,0.11410999298095703
insert,6500,10541120,10541114,12.193952798843384
merge,6500,79248,74232,0.12966108322143555
quick,6500,58267,97444,0.10791254043579102
dual_quick,6500,58811,84092,0.10588312149047852
hybrid,6500,83011,81378,0.1164093017578125
insert,6500,10723598,10723589,12.990781545639038
merge,6500,79184,74182,0.2523491382598877
quick,6500,60254,100194,0.16423583030700684
dual_quick,6500,57692,90745,0.11103677749633789
hybrid,6500,83001,81438,0.11689352989196777
insert,6500,10582459,10582449,12.72150731086731
merge,6500,79216,74229,0.12639975547790527
quick,6500,63614,102204,0.11365652084350586
dual_quick,6500,53089,85066,0.10164451599121094
hybrid,6500,82870,81300,0.11598014831542969
insert,6600,10929140,10929134,12.989609003067017
merge,6600,80545,75562,0.12527012825012207
quick,6600,63910,101659,0.1724257469177246
dual_quick,6600,49971,87000,0.09528446197509766
hybrid,6600,84378,82860,0.1111443042755127
insert,6600,10905782,10905774,12.550251245498657
merge,6600,80606,75605,0.12723970413208008
quick,6600,59353,105857,0.11211419105529785
dual_quick,6600,53906,85074,0.10103511810302734
hybrid,6600,84456,82875,0.1159980297088623
insert,6600,11002534,11002526,12.836421251296997
merge,6600,80543,75515,0.12816977500915527
quick,6600,56344,100018,0.10678911209106445
dual_quick,6600,54842,86004,0.10406804084777832
hybrid,6600,84713,83174,0.11645674705505371
insert,6600,10810189,10810182,12.309675693511963
merge,6600,80530,75595,0.1284317970275879
quick,6600,58481,100655,0.10890913009643555
dual_quick,6600,53436,81761,0.09731316566467285
hybrid,6600,84400,82805,0.11689472198486328
insert,6600,10710579,10710571,12.52359652519226
merge,6600,80462,75460,0.1277620792388916
quick,6600,62864,100495,0.11172199249267578
dual_quick,6600,52551,84196,0.09926414489746094
hybrid,6600,84562,82958,0.11701130867004395
insert,6700,11137875,11137866,12.840855121612549
merge,6700,81899,76826,0.12218904495239258
quick,6700,60501,104855,0.10305213928222656
dual_quick,6700,59995,93291,0.1010446548461914
hybrid,6700,86255,84687,0.10985445976257324
insert,6700,11170066,11170057,13.050274848937988
merge,6700,81980,76786,0.1298213005065918
quick,6700,60703,99670,0.10952019691467285
dual_quick,6700,51550,88391,0.10162973403930664
hybrid,6700,86348,84716,0.1189720630645752
insert,6700,11240438,11240427,12.801115274429321
merge,6700,81887,76830,0.12959074974060059
quick,6700,61637,102614,0.11124897003173828
dual_quick,6700,50502,85283,0.09920525550842285
hybrid,6700,86272,84621,0.11821341514587402
insert,6700,11144074,11144068,13.101860284805298
merge,6700,81964,76830,0.130279541015625
quick,6700,70397,112876,0.12356853485107422
dual_quick,6700,57561,87562,0.10751748085021973
hybrid,6700,86567,84936,0.12149906158447266
insert,6700,11478079,11478067,13.06163763999939
merge,6700,81925,76809,0.13040828704833984
quick,6700,59793,96019,0.10776329040527344
dual_quick,6700,52157,85777,0.09935617446899414
hybrid,6700,86392,84773,0.11974048614501953
insert,6800,11563687,11563678,13.557039737701416
merge,6800,83110,78088,0.13117480278015137
quick,6800,59139,97579,0.10798263549804688
dual_quick,6800,52207,93985,0.10405158996582031
hybrid,6800,87486,85893,0.12064433097839355
insert,6800,11471512,11471502,13.248462915420532
merge,6800,83193,78095,0.1312694549560547
quick,6800,60002,107312,0.11222147941589355
dual_quick,6800,55058,93840,0.10605955123901367
hybrid,6800,87917,86312,0.11997556686401367
insert,6800,11595427,11595421,13.53737187385559
merge,6800,83209,78066,0.13161540031433105
quick,6800,61171,101127,0.11134719848632812
dual_quick,6800,54324,90696,0.10499763488769531
hybrid,6800,87820,86168,0.12067079544067383
insert,6800,11718171,11718165,13.441528081893921
merge,6800,83195,78118,0.13151049613952637
quick,6800,66283,108956,0.11893582344055176
dual_quick,6800,56736,87242,0.10223913192749023
hybrid,6800,87948,86357,0.12067532539367676
insert,6800,11616416,11616410,13.593488693237305
merge,6800,83269,78084,0.13190412521362305
quick,6800,61758,107132,0.11502695083618164
dual_quick,6800,56005,89236,0.10675215721130371
hybrid,6800,87840,86211,0.12169528007507324
insert,6900,11906642,11906639,13.520899295806885
merge,6900,84540,79368,0.13580942153930664
quick,6900,57026,103569,0.11469841003417969
dual_quick,6900,55329,86906,0.10229611396789551
hybrid,6900,89696,88066,0.12405252456665039
insert,6900,11865897,11865888,13.818473815917969
merge,6900,84526,79338,0.13470888137817383
quick,6900,66012,107603,0.11821913719177246
dual_quick,6900,55948,86657,0.10313105583190918
hybrid,6900,89712,88137,0.12388396263122559
insert,6900,11925000,11924994,13.626136302947998
merge,6900,84488,79360,0.13224577903747559
quick,6900,68419,105301,0.11800265312194824
dual_quick,6900,51506,89345,0.10405635833740234
hybrid,6900,89502,87852,0.12310481071472168
insert,6900,11904983,11904970,14.008082389831543
merge,6900,84536,79357,0.12443780899047852
quick,6900,63951,104180,0.10748457908630371
dual_quick,6900,56115,90108,0.101715087890625
hybrid,6900,89669,88060,0.11525130271911621
insert,6900,11963696,11963688,13.691508531570435
merge,6900,84492,79447,0.13453102111816406
quick,6900,62516,103614,0.11435174942016602
dual_quick,6900,52087,93190,0.10442495346069336
hybrid,6900,89343,87712,0.12249279022216797
insert,7000,12063267,12063255,14.052858114242554
merge,7000,85924,80689,0.13726115226745605
quick,7000,64065,100387,0.11469769477844238
dual_quick,7000,57881,94770,0.11110448837280273
hybrid,7000,90976,89319,0.12436413764953613
insert,7000,12159153,12159141,13.902936458587646
merge,7000,85917,80782,0.13676786422729492
quick,7000,63989,111743,0.11939024925231934
dual_quick,7000,51096,98978,0.10683298110961914
hybrid,7000,91041,89391,0.12534141540527344
insert,7000,12376488,12376480,14.515356302261353
merge,7000,85810,80609,0.13631272315979004
quick,7000,64585,108612,0.11804509162902832
dual_quick,7000,59629,94808,0.11102509498596191
hybrid,7000,90992,89351,0.12601137161254883
insert,7000,12312919,12312910,14.045172929763794
merge,7000,85789,80654,0.1364600658416748
quick,7000,65929,104455,0.11687064170837402
dual_quick,7000,56764,97729,0.11081171035766602
hybrid,7000,91295,89685,0.12564921379089355
insert,7000,12337404,12337391,14.426523685455322
merge,7000,85989,80786,0.13770484924316406
quick,7000,65297,104991,0.11811327934265137
dual_quick,7000,61712,96323,0.1144566535949707
hybrid,7000,91417,89721,0.12664437294006348
insert,7100,12555308,12555298,14.319584131240845
merge,7100,87129,81978,0.13939785957336426
quick,7100,66517,105360,0.11769843101501465
dual_quick,7100,56490,93583,0.11166501045227051
hybrid,7100,92487,90872,0.1273210048675537
insert,7100,12715823,12715815,14.836274147033691
merge,7100,87144,81937,0.1388401985168457
quick,7100,66930,108389,0.11965131759643555
dual_quick,7100,60406,89840,0.10588359832763672
hybrid,7100,93004,91302,0.12789511680603027
insert,7100,12490871,12490859,14.35193419456482
merge,7100,87113,81955,0.13650870323181152
quick,7100,65488,108071,0.11800050735473633
dual_quick,7100,52860,93785,0.10697317123413086
hybrid,7100,92803,91195,0.12594056129455566
insert,7100,12814600,12814594,15.04212498664856
merge,7100,87251,82007,0.13073301315307617
quick,7100,71411,110132,0.11939787864685059
dual_quick,7100,63598,91050,0.10607028007507324
hybrid,7100,93203,91514,0.12392926216125488
insert,7100,12711524,12711516,14.684589147567749
merge,7100,87175,81939,0.1379227638244629
quick,7100,62691,112903,0.11847257614135742
dual_quick,7100,61648,102839,0.11719131469726562
hybrid,7100,92759,91116,0.1263422966003418
insert,7200,12792795,12792784,14.984731674194336
merge,7200,88546,83313,0.14005541801452637
quick,7200,67063,105152,0.11825442314147949
dual_quick,7200,59188,101547,0.11489391326904297
hybrid,7200,94557,92902,0.13047432899475098
insert,7200,13073212,13073204,14.911177158355713
merge,7200,88355,83251,0.14017629623413086
quick,7200,68026,109122,0.11972284317016602
dual_quick,7200,55980,96470,0.1098320484161377
hybrid,7200,94408,92726,0.12931585311889648
insert,7200,13075572,13075564,15.276271104812622
merge,7200,88522,83332,0.14156126976013184
quick,7200,75576,116584,0.1299610137939453
dual_quick,7200,60220,92344,0.11092662811279297
hybrid,7200,94670,92944,0.1292719841003418
insert,7200,12783873,12783864,14.657758235931396
merge,7200,88526,83256,0.14044952392578125
quick,7200,66497,110386,0.12008070945739746
dual_quick,7200,60997,101061,0.1180415153503418
hybrid,7200,94395,92694,0.13007521629333496
insert,7200,12986580,12986573,15.190471649169922
merge,7200,88380,83271,0.14078259468078613
quick,7200,64803,109327,0.12080097198486328
dual_quick,7200,58796,101696,0.11526679992675781
hybrid,7200,94554,92959,0.1299448013305664
insert,7300,13322767,13322764,15.233240604400635
merge,7300,89923,84476,0.1431572437286377
quick,7300,71157,116536,0.12690520286560059
dual_quick,7300,64227,100066,0.11779499053955078
hybrid,7300,96605,94806,0.1345059871673584
insert,7300,13357804,13357794,15.716750860214233
merge,7300,89779,84516,0.1421339511871338
quick,7300,75556,117193,0.13124322891235352
dual_quick,7300,57267,92886,0.1105034351348877
hybrid,7300,96338,94647,0.1315312385559082
insert,7300,13426864,13426854,15.365222930908203
merge,7300,89729,84511,0.14155864715576172
quick,7300,69705,121595,0.12771201133728027
dual_quick,7300,59641,95672,0.11259889602661133
hybrid,7300,96348,94661,0.13124394416809082
insert,7300,13149609,13149600,15.36237621307373
merge,7300,89802,84591,0.14281177520751953
quick,7300,74739,118470,0.13015270233154297
dual_quick,7300,56360,95572,0.10883331298828125
hybrid,7300,96185,94434,0.13288116455078125
insert,7300,13361868,13361861,15.324660062789917
merge,7300,89787,84553,0.14344000816345215
quick,7300,69118,115627,0.12569093704223633
dual_quick,7300,58722,93192,0.11270880699157715
hybrid,7300,96282,94643,0.1326584815979004
insert,7400,13803187,13803180,16.233744621276855
merge,7400,91047,85885,0.1448519229888916
quick,7400,75401,122270,0.13328814506530762
dual_quick,7400,61176,97436,0.11584973335266113
hybrid,7400,97729,96036,0.13480138778686523
insert,7400,13866794,13866781,15.89608097076416
merge,7400,91076,85829,0.14557671546936035
quick,7400,73231,117527,0.12945103645324707
dual_quick,7400,60794,98364,0.11659908294677734
hybrid,7400,97708,96033,0.13448739051818848
insert,7400,13815300,13815291,16.14946150779724
merge,7400,91142,85860,0.14477086067199707
quick,7400,70224,116764,0.12662649154663086
dual_quick,7400,60185,94068,0.1105351448059082
hybrid,7400,98123,96407,0.13404083251953125
insert,7400,13614632,13614625,15.61143946647644
merge,7400,91100,85866,0.14478230476379395
quick,7400,70773,113305,0.12577438354492188
dual_quick,7400,62922,97693,0.11739230155944824
hybrid,7400,97961,96327,0.1334848403930664
insert,7400,13522651,13522644,15.811109781265259
merge,7400,91172,85952,0.14519739151000977
quick,7400,69282,116341,0.1252579689025879
dual_quick,7400,56740,92832,0.10998415946960449
hybrid,7400,97840,96153,0.13342499732971191
insert,7500,14090196,14090187,16.146961212158203
merge,7500,92479,87157,0.14736008644104004
quick,7500,74848,115691,0.13066935539245605
dual_quick,7500,57405,94722,0.11205840110778809
hybrid,7500,99863,98193,0.13679075241088867
insert,7500,13957102,13957089,16.374780416488647
merge,7500,92452,87119,0.1468954086303711
quick,7500,66858,111604,0.12261056900024414
dual_quick,7500,60403,93096,0.11365485191345215
hybrid,7500,99828,98092,0.13695120811462402
insert,7500,13922035,13922026,15.94676423072815
merge,7500,92363,87099,0.19439291954040527
quick,7500,60955,130642,0.12597036361694336
dual_quick,7500,59165,104379,0.11791515350341797
hybrid,7500,99637,97948,0.13545894622802734
insert,7500,13855586,13855578,16.217244148254395
merge,7500,92385,87153,0.14716410636901855
quick,7500,82249,126267,0.14032244682312012
dual_quick,7500,59820,95224,0.11132669448852539
hybrid,7500,99831,98149,0.13580608367919922
insert,7500,14029768,14029757,16.04646873474121
merge,7500,92344,87153,0.1470797061920166
quick,7500,69505,124145,0.12951207160949707
dual_quick,7500,57655,95531,0.11153483390808105
hybrid,7500,99786,98170,0.13554096221923828
insert,7600,14499754,14499745,16.934628009796143
merge,7600,93677,88397,0.14883852005004883
quick,7600,71904,119915,0.12998390197753906
dual_quick,7600,59975,98922,0.11493325233459473
hybrid,7600,101329,99641,0.13754701614379883
insert,7600,14490880,14490871,16.562233686447144
merge,7600,93739,88454,0.14858031272888184
quick,7600,82549,129193,0.14353132247924805
dual_quick,7600,63916,98140,0.13777422904968262
hybrid,7600,101355,99714,0.13851714134216309
insert,7600,14647495,14647484,17.282374143600464
merge,7600,93721,88487,0.148451566696167
quick,7600,75163,122679,0.13322782516479492
dual_quick,7600,59764,106042,0.11849355697631836
hybrid,7600,101398,99750,0.13889169692993164
insert,7600,14369003,14369000,16.454259872436523
merge,7600,93737,88409,0.1485285758972168
