type,length_of_arr,no_compares,no_swaps,time
radix_base_log,100,1300,0,0.0012154579162597656
radix_base_log,100,1300,0,0.0011930465698242188
radix_base_log,100,1300,0,0.0012042522430419922
radix_base_log,100,1300,0,0.001186370849609375
radix_base_log,100,1300,0,0.0011906623840332031
radix_base_log,100,1300,0,0.0011761188507080078
radix_base_log,100,1300,0,0.0012054443359375
radix_base_log,100,1300,0,0.0012083053588867188
radix_base_log,100,1300,0,0.0012590885162353516
radix_base_log,100,1300,0,0.0018794536590576172
radix_base_log,100,1300,0,0.0016779899597167969
radix_base_log,100,1300,0,0.0012373924255371094
radix_base_log,100,1300,0,0.0012259483337402344
radix_base_log,100,1300,0,0.001177072525024414
radix_base_log,100,1300,0,0.0012254714965820312
radix_base_log,100,1300,0,0.0011715888977050781
radix_base_log,100,1300,0,0.0011813640594482422
radix_base_log,100,1300,0,0.001203298568725586
radix_base_log,100,1300,0,0.0011734962463378906
radix_base_log,100,1300,0,0.0011868476867675781
radix_base_log,200,2400,0,0.0023148059844970703
radix_base_log,200,2400,0,0.0021893978118896484
radix_base_log,200,2400,0,0.0021009445190429688
radix_base_log,200,2400,0,0.0031156539916992188
radix_base_log,200,2400,0,0.0022161006927490234
radix_base_log,200,2400,0,0.0021240711212158203
radix_base_log,200,2400,0,0.002106189727783203
radix_base_log,200,2400,0,0.0021469593048095703
radix_base_log,200,2400,0,0.0021467208862304688
radix_base_log,200,2400,0,0.002099275588989258
radix_base_log,200,2400,0,0.002125263214111328
radix_base_log,200,2400,0,0.0021071434020996094
radix_base_log,200,2400,0,0.0020933151245117188
radix_base_log,200,2400,0,0.0023267269134521484
radix_base_log,200,2400,0,0.002113819122314453
radix_base_log,200,2400,0,0.0021500587463378906
radix_base_log,200,2400,0,0.0021152496337890625
radix_base_log,200,2400,0,0.002117156982421875
radix_base_log,200,2400,0,0.0020990371704101562
radix_base_log,200,2400,0,0.002286672592163086
radix_base_log,300,3300,0,0.0037758350372314453
radix_base_log,300,3300,0,0.0030961036682128906
radix_base_log,300,3300,0,0.002939462661743164
radix_base_log,300,3300,0,0.0029604434967041016
radix_base_log,300,3300,0,0.0029916763305664062
radix_base_log,300,3300,0,0.0030667781829833984
radix_base_log,300,3300,0,0.003867626190185547
radix_base_log,300,3300,0,0.0030210018157958984
radix_base_log,300,3300,0,0.0028944015502929688
radix_base_log,300,3300,0,0.0029134750366210938
radix_base_log,300,3300,0,0.002968311309814453
radix_base_log,300,3300,0,0.0029363632202148438
radix_base_log,300,3300,0,0.0029304027557373047
radix_base_log,300,3300,0,0.0029222965240478516
radix_base_log,300,3300,0,0.0029306411743164062
radix_base_log,300,3300,0,0.0030858516693115234
radix_base_log,300,3300,0,0.0029726028442382812
radix_base_log,300,3300,0,0.0029070377349853516
radix_base_log,300,3300,0,0.003896951675415039
radix_base_log,300,3300,0,0.0030562877655029297
radix_base_log,400,4400,0,0.004259586334228516
radix_base_log,400,4400,0,0.0047070980072021484
radix_base_log,400,4400,0,0.004242658615112305
radix_base_log,400,4400,0,0.00492095947265625
radix_base_log,400,4400,0,0.004185676574707031
radix_base_log,400,4400,0,0.003960609436035156
radix_base_log,400,4400,0,0.0039937496185302734
radix_base_log,400,4400,0,0.00428462028503418
radix_base_log,400,4400,0,0.004011631011962891
radix_base_log,400,4400,0,0.00397801399230957
radix_base_log,400,4400,0,0.004139900207519531
radix_base_log,400,4400,0,0.004097700119018555
radix_base_log,400,4400,0,0.0047512054443359375
radix_base_log,400,4400,0,0.003962039947509766
radix_base_log,400,4400,0,0.003984689712524414
radix_base_log,400,4400,0,0.003991603851318359
radix_base_log,400,4400,0,0.0040051937103271484
radix_base_log,400,4400,0,0.003942728042602539
radix_base_log,400,4400,0,0.004309654235839844
radix_base_log,400,4400,0,0.00396728515625
radix_base_log,500,5500,0,0.006002664566040039
radix_base_log,500,5500,0,0.005153179168701172
radix_base_log,500,5500,0,0.005101919174194336
radix_base_log,500,5500,0,0.004958629608154297
radix_base_log,500,5500,0,0.006050586700439453
radix_base_log,500,5500,0,0.0050199031829833984
radix_base_log,500,5500,0,0.004992961883544922
radix_base_log,500,5500,0,0.004944324493408203
radix_base_log,500,5500,0,0.0049839019775390625
radix_base_log,500,5500,0,0.0049533843994140625
radix_base_log,500,5500,0,0.005098581314086914
radix_base_log,500,5500,0,0.005918979644775391
radix_base_log,500,5500,0,0.005304098129272461
radix_base_log,500,5500,0,0.005091190338134766
radix_base_log,500,5500,0,0.005068302154541016
radix_base_log,500,5500,0,0.005322694778442383
radix_base_log,500,5500,0,0.004966259002685547
radix_base_log,500,5500,0,0.004996061325073242
radix_base_log,500,5500,0,0.005927085876464844
radix_base_log,500,5500,0,0.005174160003662109
radix_base_log,600,6600,0,0.005923032760620117
radix_base_log,600,6600,0,0.006274700164794922
radix_base_log,600,6600,0,0.0070133209228515625
radix_base_log,600,6600,0,0.00599980354309082
radix_base_log,600,6600,0,0.005903005599975586
radix_base_log,600,6600,0,0.005931377410888672
radix_base_log,600,6600,0,0.0060994625091552734
radix_base_log,600,6600,0,0.005881309509277344
radix_base_log,600,6600,0,0.006998777389526367
radix_base_log,600,6600,0,0.00592041015625
radix_base_log,600,6600,0,0.005922079086303711
radix_base_log,600,6600,0,0.007139921188354492
radix_base_log,600,6600,0,0.006092548370361328
radix_base_log,600,6600,0,0.00597834587097168
radix_base_log,600,6600,0,0.005999326705932617
radix_base_log,600,6600,0,0.006783485412597656
radix_base_log,600,6600,0,0.0069828033447265625
radix_base_log,600,6600,0,0.006220340728759766
radix_base_log,600,6600,0,0.005972623825073242
radix_base_log,600,6600,0,0.005952119827270508
radix_base_log,700,7700,0,0.007071018218994141
radix_base_log,700,7700,0,0.006897926330566406
radix_base_log,700,7700,0,0.0071563720703125
radix_base_log,700,7700,0,0.0069866180419921875
radix_base_log,700,7700,0,0.00697016716003418
radix_base_log,700,7700,0,0.0081787109375
radix_base_log,700,7700,0,0.006946563720703125
radix_base_log,700,7700,0,0.0069196224212646484
radix_base_log,700,7700,0,0.0069408416748046875
radix_base_log,700,7700,0,0.007123470306396484
radix_base_log,700,7700,0,0.007786273956298828
radix_base_log,700,7700,0,0.007069110870361328
radix_base_log,700,7700,0,0.006877422332763672
radix_base_log,700,7700,0,0.00767827033996582
radix_base_log,700,7700,0,0.006847381591796875
radix_base_log,700,7700,0,0.007943391799926758
radix_base_log,700,7700,0,0.00706934928894043
radix_base_log,700,7700,0,0.007077455520629883
radix_base_log,700,7700,0,0.007185697555541992
radix_base_log,700,7700,0,0.006983757019042969
radix_base_log,800,8800,0,0.007972240447998047
radix_base_log,800,8800,0,0.008066415786743164
radix_base_log,800,8800,0,0.007882118225097656
radix_base_log,800,8800,0,0.008232593536376953
radix_base_log,800,8800,0,0.007877349853515625
radix_base_log,800,8800,0,0.008228063583374023
radix_base_log,800,8800,0,0.008072376251220703
radix_base_log,800,8800,0,0.007856607437133789
radix_base_log,800,8800,0,0.007880687713623047
radix_base_log,800,8800,0,0.008066892623901367
radix_base_log,800,8800,0,0.00826120376586914
radix_base_log,800,8800,0,0.007924556732177734
radix_base_log,800,8800,0,0.007938623428344727
radix_base_log,800,8800,0,0.008057117462158203
radix_base_log,800,8800,0,0.007813692092895508
radix_base_log,800,8800,0,0.008216381072998047
radix_base_log,800,8800,0,0.008929252624511719
radix_base_log,800,8800,0,0.009351491928100586
radix_base_log,800,8800,0,0.008316278457641602
radix_base_log,800,8800,0,0.00791478157043457
radix_base_log,900,9900,0,0.00926065444946289
radix_base_log,900,9900,0,0.009828805923461914
radix_base_log,900,9900,0,0.0089874267578125
radix_base_log,900,9900,0,0.00930333137512207
radix_base_log,900,9900,0,0.00901651382446289
radix_base_log,900,9900,0,0.0088958740234375
radix_base_log,900,9900,0,0.009085893630981445
radix_base_log,900,9900,0,0.008940935134887695
radix_base_log,900,9900,0,0.009175539016723633
radix_base_log,900,9900,0,0.008866310119628906
radix_base_log,900,9900,0,0.009119272232055664
radix_base_log,900,9900,0,0.008941173553466797
radix_base_log,900,9900,0,0.00927591323852539
radix_base_log,900,9900,0,0.009191274642944336
radix_base_log,900,9900,0,0.009188175201416016
radix_base_log,900,9900,0,0.008872270584106445
radix_base_log,900,9900,0,0.009109258651733398
radix_base_log,900,9900,0,0.00902700424194336
radix_base_log,900,9900,0,0.009363412857055664
radix_base_log,900,9900,0,0.00891423225402832
radix_base_log,1000,11000,0,0.010299444198608398
radix_base_log,1000,11000,0,0.009864091873168945
radix_base_log,1000,11000,0,0.009984493255615234
radix_base_log,1000,11000,0,0.010037422180175781
radix_base_log,1000,11000,0,0.01021718978881836
radix_base_log,1000,11000,0,0.009866476058959961
radix_base_log,1000,11000,0,0.010190725326538086
radix_base_log,1000,11000,0,0.009954214096069336
radix_base_log,1000,11000,0,0.010056734085083008
radix_base_log,1000,11000,0,0.01008296012878418
radix_base_log,1000,11000,0,0.010027647018432617
radix_base_log,1000,11000,0,0.009835481643676758
radix_base_log,1000,11000,0,0.010212421417236328
radix_base_log,1000,11000,0,0.010172367095947266
radix_base_log,1000,11000,0,0.009902477264404297
radix_base_log,1000,11000,0,0.010354280471801758
radix_base_log,1000,11000,0,0.009967803955078125
radix_base_log,1000,11000,0,0.009881734848022461
radix_base_log,1000,11000,0,0.010540246963500977
radix_base_log,1000,11000,0,0.010729312896728516
radix_base_log,1100,11000,0,0.011750459671020508
radix_base_log,1100,11000,0,0.013366460800170898
radix_base_log,1100,11000,0,0.011254072189331055
radix_base_log,1100,11000,0,0.010120391845703125
radix_base_log,1100,11000,0,0.010287761688232422
