type,length_of_arr,no_compares,no_swaps,time
quick,1500,11460,19311,0.019663572311401367
dual_quick,1500,9561,15666,0.02100539207458496
hybrid,1500,15785,15418,0.02519536018371582
insert,1500,573521,573515,0.6969516277313232
merge,1500,15151,13959,0.03231239318847656
quick,1500,9805,16431,0.018735408782958984
dual_quick,1500,10622,16054,0.02070331573486328
hybrid,1500,15868,15462,0.02469182014465332
insert,1600,628478,628467,0.8905658721923828
merge,1600,16230,15050,0.03168368339538574
quick,1600,11666,19029,0.019301652908325195
dual_quick,1600,12525,17208,0.023735761642456055
hybrid,1600,17171,16779,0.025003433227539062
insert,1600,632236,632228,0.8034341335296631
merge,1600,16247,15064,0.027512788772583008
quick,1600,12450,19547,0.020319223403930664
dual_quick,1600,10433,16373,0.020688533782958984
hybrid,1600,17152,16771,0.02622699737548828
insert,1600,630546,630540,0.8480522632598877
merge,1600,16340,15060,0.027708768844604492
quick,1600,11005,19176,0.018958330154418945
dual_quick,1600,10292,17345,0.021668195724487305
hybrid,1600,17269,16870,0.02639484405517578
insert,1600,643087,643079,0.7770628929138184
merge,1600,16275,15057,0.028662443161010742
quick,1600,13363,20787,0.021524429321289062
dual_quick,1600,11517,17572,0.024218082427978516
hybrid,1600,17156,16788,0.024632930755615234
insert,1600,630086,630079,0.8007640838623047
merge,1600,16292,15030,0.03182101249694824
quick,1600,10692,17654,0.0180356502532959
dual_quick,1600,9733,16663,0.020660400390625
hybrid,1600,17347,16931,0.02717137336730957
insert,1700,704428,704422,0.9155673980712891
merge,1700,17349,16095,0.030897140502929688
quick,1700,10214,18599,0.017992019653320312
dual_quick,1700,12222,18636,0.02590346336364746
hybrid,1700,18584,18210,0.03629040718078613
insert,1700,706271,706264,0.7935926914215088
merge,1700,17422,16151,0.03058934211730957
quick,1700,10900,19741,0.020133495330810547
dual_quick,1700,11116,17339,0.0231020450592041
hybrid,1700,18630,18222,0.028091907501220703
insert,1700,751942,751937,0.8903093338012695
merge,1700,17389,16130,0.03000640869140625
quick,1700,9807,20003,0.01850414276123047
dual_quick,1700,10580,17255,0.03542137145996094
hybrid,1700,18560,18153,0.044435977935791016
insert,1700,722116,722112,0.8703303337097168
merge,1700,17402,16149,0.03096604347229004
quick,1700,10538,18927,0.020556211471557617
dual_quick,1700,12862,18363,0.025177001953125
hybrid,1700,18524,18139,0.02581930160522461
insert,1700,700520,700515,0.9875900745391846
merge,1700,17405,16142,0.03338265419006348
quick,1700,11091,18987,0.019624710083007812
dual_quick,1700,10408,17559,0.03172922134399414
hybrid,1700,18600,18187,0.03700995445251465
insert,1800,814309,814295,1.4956951141357422
merge,1800,18478,17242,0.03599357604980469
quick,1800,11626,21168,0.022696495056152344
dual_quick,1800,12662,21396,0.031076908111572266
hybrid,1800,20019,19654,0.0315248966217041
insert,1800,821841,821834,1.0263848304748535
merge,1800,18487,17234,0.03398561477661133
quick,1800,13951,23248,0.02511143684387207
dual_quick,1800,12126,18250,0.02579665184020996
hybrid,1800,19944,19571,0.030945301055908203
insert,1800,797867,797864,0.9746475219726562
merge,1800,18486,17210,0.0401611328125
quick,1800,12786,23201,0.023784160614013672
dual_quick,1800,13513,19127,0.026292800903320312
hybrid,1800,20024,19648,0.030380725860595703
insert,1800,832655,832647,1.190096378326416
merge,1800,18551,17216,0.044464111328125
quick,1800,12193,20921,0.02853083610534668
dual_quick,1800,12494,20077,0.029577255249023438
hybrid,1800,20213,19793,0.04090166091918945
insert,1800,787332,787325,1.0824084281921387
merge,1800,18485,17192,0.033417701721191406
quick,1800,10098,20434,0.01964592933654785
dual_quick,1800,14341,20986,0.02714061737060547
hybrid,1800,19870,19473,0.02873063087463379
insert,1900,914336,914330,1.141972541809082
merge,1900,19656,18270,0.032973527908325195
quick,1900,12264,23260,0.02386021614074707
dual_quick,1900,13582,19370,0.026270627975463867
hybrid,1900,21645,21212,0.030991315841674805
insert,1900,908718,908710,1.1357297897338867
merge,1900,19631,18324,0.03369474411010742
quick,1900,11399,22223,0.02250838279724121
dual_quick,1900,13239,25501,0.029598712921142578
hybrid,1900,21526,21094,0.03175759315490723
insert,1900,871403,871397,1.064793348312378
merge,1900,19656,18354,0.03553581237792969
quick,1900,11162,25649,0.022054433822631836
dual_quick,1900,13766,20712,0.027886629104614258
hybrid,1900,21610,21196,0.03247213363647461
insert,1900,935000,934997,1.2160944938659668
merge,1900,19627,18309,0.034035444259643555
quick,1900,11819,23456,0.0226593017578125
dual_quick,1900,12705,21908,0.02803349494934082
hybrid,1900,21538,21124,0.03159832954406738
insert,1900,886773,886763,1.152858018875122
merge,1900,19615,18299,0.035903215408325195
quick,1900,11377,23078,0.024181604385375977
dual_quick,1900,12083,20797,0.026640892028808594
hybrid,1900,21526,21114,0.04510617256164551
insert,2000,1018318,1018314,1.276862382888794
merge,2000,20668,19390,0.03549790382385254
quick,2000,13991,25453,0.02663111686706543
dual_quick,2000,14235,21544,0.02672553062438965
hybrid,2000,23264,22835,0.03176116943359375
insert,2000,1010082,1010077,1.5733959674835205
merge,2000,20740,19424,0.037896156311035156
quick,2000,14595,26373,0.026592493057250977
dual_quick,2000,13505,22216,0.041191816329956055
hybrid,2000,23109,22684,0.034523963928222656
insert,2000,997909,997903,1.2727954387664795
merge,2000,20694,19431,0.03645730018615723
quick,2000,14087,24593,0.024536848068237305
dual_quick,2000,14388,21247,0.029321908950805664
hybrid,2000,22825,22432,0.03446674346923828
insert,2000,1023569,1023564,1.257465124130249
merge,2000,20695,19405,0.03681445121765137
quick,2000,15973,25605,0.027292728424072266
dual_quick,2000,13863,21441,0.029119253158569336
hybrid,2000,23123,22700,0.037050485610961914
insert,2000,1001411,1001401,1.243490219116211
merge,2000,20692,19372,0.03624248504638672
quick,2000,14013,23168,0.026170015335083008
dual_quick,2000,13691,21996,0.02912116050720215
hybrid,2000,23130,22736,0.03504180908203125
insert,2100,1113933,1113925,1.4469785690307617
merge,2100,21911,20555,0.04445624351501465
quick,2100,13201,28462,0.02793741226196289
dual_quick,2100,15891,22032,0.0339663028717041
hybrid,2100,24650,24207,0.039131879806518555
insert,2100,1121570,1121565,1.5278737545013428
merge,2100,21926,20551,0.04152178764343262
quick,2100,13559,24330,0.02419137954711914
dual_quick,2100,16194,22952,0.0367894172668457
hybrid,2100,24554,24115,0.05444788932800293
insert,2100,1098523,1098519,1.3446099758148193
merge,2100,21902,20531,0.0368809700012207
quick,2100,14391,28894,0.026545047760009766
dual_quick,2100,14370,24700,0.03305459022521973
hybrid,2100,24477,24045,0.03447389602661133
insert,2100,1120081,1120071,1.671083927154541
merge,2100,21907,20539,0.038697004318237305
quick,2100,14620,25611,0.028267860412597656
dual_quick,2100,15229,22310,0.028984546661376953
hybrid,2100,24622,24194,0.037134647369384766
insert,2100,1099241,1099229,1.604020118713379
merge,2100,21949,20540,0.04488825798034668
quick,2100,17857,27559,0.034605979919433594
dual_quick,2100,15563,21983,0.031144380569458008
hybrid,2100,24647,24220,0.035515785217285156
insert,2200,1203271,1203264,1.5636248588562012
merge,2200,23182,21653,0.0436854362487793
quick,2200,13339,29072,0.029526948928833008
dual_quick,2200,15142,25648,0.03396034240722656
hybrid,2200,26144,25717,0.051505088806152344
insert,2200,1228847,1228845,2.4102087020874023
merge,2200,23236,21645,0.07136225700378418
quick,2200,15257,31212,0.04710555076599121
dual_quick,2200,16854,25479,0.058386802673339844
hybrid,2200,26371,25917,0.059361934661865234
insert,2200,1201209,1201200,1.8693625926971436
merge,2200,23194,21644,0.04617810249328613
quick,2200,15217,28549,0.030992507934570312
dual_quick,2200,15124,24128,0.03850221633911133
hybrid,2200,26323,25896,0.044272422790527344
insert,2200,1216290,1216282,1.6819648742675781
merge,2200,23204,21697,0.04634404182434082
quick,2200,14631,25888,0.02865886688232422
dual_quick,2200,14705,27202,0.03625988960266113
hybrid,2200,26208,25763,0.04126095771789551
insert,2200,1196624,1196617,1.5225131511688232
merge,2200,23216,21659,0.042269229888916016
quick,2200,16091,26787,0.028215646743774414
dual_quick,2200,16227,24130,0.03671765327453613
hybrid,2200,26221,25768,0.03997492790222168
insert,2300,1308821,1308817,1.685394048690796
merge,2300,24517,22808,0.04300260543823242
quick,2300,15792,28417,0.031334877014160156
dual_quick,2300,15751,25010,0.03438305854797363
hybrid,2300,27906,27462,0.03997516632080078
insert,2300,1333573,1333562,1.686140537261963
merge,2300,24465,22841,0.04755997657775879
quick,2300,15208,27798,0.03004622459411621
dual_quick,2300,15500,25868,0.036954402923583984
hybrid,2300,27847,27435,0.04313540458679199
insert,2300,1348606,1348599,1.6868512630462646
merge,2300,24503,22823,0.046656131744384766
quick,2300,17362,28125,0.03112053871154785
dual_quick,2300,15815,25993,0.035208702087402344
hybrid,2300,28012,27604,0.045848846435546875
insert,2300,1294520,1294507,1.621739387512207
merge,2300,24461,22811,0.04548907279968262
quick,2300,16390,28808,0.03587150573730469
dual_quick,2300,16472,25004,0.03445625305175781
hybrid,2300,27854,27415,0.04070138931274414
insert,2300,1312690,1312683,2.023181438446045
merge,2300,24546,22832,0.05031275749206543
quick,2300,17745,30685,0.03262639045715332
dual_quick,2300,16596,25413,0.032843589782714844
hybrid,2300,27867,27418,0.05577445030212402
insert,2400,1438809,1438799,1.8280866146087646
merge,2400,25775,23949,0.050620079040527344
quick,2400,17924,30117,0.04287886619567871
dual_quick,2400,17787,26473,0.03876996040344238
hybrid,2400,29637,29177,0.05239439010620117
insert,2400,1416597,1416588,1.7393732070922852
merge,2400,25826,24014,0.045673370361328125
quick,2400,18758,31910,0.03392362594604492
dual_quick,2400,17344,24747,0.03394293785095215
hybrid,2400,29807,29370,0.04258251190185547
insert,2400,1444281,1444274,1.8244233131408691
merge,2400,25711,23981,0.045153141021728516
quick,2400,15931,30007,0.03184843063354492
dual_quick,2400,17409,27122,0.03533792495727539
hybrid,2400,29435,29010,0.04249835014343262
insert,2400,1441413,1441409,1.7655959129333496
merge,2400,25812,23972,0.04559826850891113
quick,2400,18152,29716,0.03367257118225098
dual_quick,2400,17384,26593,0.034589290618896484
hybrid,2400,29710,29234,0.043096303939819336
insert,2400,1474063,1474057,2.012974739074707
merge,2400,25812,23976,0.05701851844787598
quick,2400,19533,32000,0.0494844913482666
dual_quick,2400,17425,26158,0.0551755428314209
hybrid,2400,29585,29143,0.06241798400878906
insert,2500,1566912,1566906,2.0334510803222656
merge,2500,27065,25122,0.04758167266845703
quick,2500,17042,31565,0.03086400032043457
dual_quick,2500,16000,27344,0.035210609436035156
hybrid,2500,31277,30806,0.045111656188964844
insert,2500,1539013,1539006,2.0033600330352783
merge,2500,27063,25129,0.06466102600097656
quick,2500,18900,33155,0.03507256507873535
dual_quick,2500,19623,28171,0.04329800605773926
hybrid,2500,31476,31021,0.048650264739990234
insert,2500,1566540,1566533,1.9203033447265625
merge,2500,27039,25111,0.048180580139160156
quick,2500,16750,31568,0.03027820587158203
dual_quick,2500,18765,36194,0.04056429862976074
hybrid,2500,31576,31147,0.04610323905944824
insert,2500,1534859,1534854,1.871877908706665
merge,2500,27082,25183,0.04738807678222656
quick,2500,17040,31390,0.03240489959716797
dual_quick,2500,17599,27707,0.03716325759887695
hybrid,2500,31298,30822,0.04445385932922363
insert,2500,1521874,1521864,1.902468204498291
merge,2500,27084,25131,0.0475618839263916
quick,2500,18307,33451,0.03412604331970215
dual_quick,2500,19155,28529,0.0361018180847168
hybrid,2500,31519,31075,0.04480338096618652
insert,2600,1718984,1718977,2.1633594036102295
merge,2600,28246,26224,0.061902761459350586
quick,2600,18164,33168,0.03366661071777344
dual_quick,2600,19338,29663,0.03907012939453125
hybrid,2600,32921,32474,0.04634976387023926
insert,2600,1652646,1652636,2.1178061962127686
merge,2600,28351,26256,0.0504302978515625
quick,2600,16138,32662,0.04942727088928223
dual_quick,2600,20090,28082,0.03905630111694336
hybrid,2600,33461,32943,0.05843782424926758
insert,2600,1716879,1716872,2.262631416320801
merge,2600,28303,26250,0.05087423324584961
quick,2600,18523,31854,0.03325986862182617
dual_quick,2600,18534,29526,0.037535667419433594
hybrid,2600,33363,32891,0.04752850532531738
insert,2600,1665318,1665311,2.1043996810913086
merge,2600,28258,26242,0.049323320388793945
quick,2600,16749,32010,0.04014396667480469
dual_quick,2600,19685,31569,0.04045844078063965
hybrid,2600,33035,32600,0.0456390380859375
insert,2600,1704080,1704072,2.1017260551452637
merge,2600,28283,26304,0.048769474029541016
quick,2600,19547,37524,0.03836202621459961
dual_quick,2600,17055,30310,0.036760568618774414
hybrid,2600,33038,32592,0.0483095645904541
insert,2700,1798906,1798899,2.357055425643921
merge,2700,29576,27423,0.05357813835144043
quick,2700,20208,35404,0.0366971492767334
dual_quick,2700,19461,31060,0.038796186447143555
hybrid,2700,34867,34403,0.05838894844055176
insert,2700,1844852,1844838,2.415315866470337
merge,2700,29547,27415,0.05078315734863281
quick,2700,19071,33112,0.03890395164489746
dual_quick,2700,17644,29585,0.04808974266052246
hybrid,2700,34936,34460,0.055289268493652344
insert,2700,1767001,1766996,2.5238945484161377
merge,2700,29597,27419,0.08719873428344727
quick,2700,18530,34036,0.061611175537109375
dual_quick,2700,18847,29393,0.06790471076965332
hybrid,2700,35053,34567,0.08637499809265137
insert,2700,1853708,1853698,3.099000930786133
merge,2700,29558,27434,0.05236005783081055
quick,2700,20042,36089,0.03813338279724121
dual_quick,2700,19215,29164,0.039839982986450195
hybrid,2700,34868,34400,0.06366467475891113
insert,2700,1858894,1858889,2.377974033355713
merge,2700,29576,27449,0.05424332618713379
quick,2700,20424,36306,0.03723478317260742
dual_quick,2700,20491,31565,0.03993058204650879
hybrid,2700,34728,34290,0.05362129211425781
insert,2800,1985814,1985807,2.7313287258148193
merge,2800,30852,28606,0.0682985782623291
quick,2800,19379,38237,0.05188584327697754
dual_quick,2800,19484,32030,0.04774737358093262
hybrid,2800,36810,36330,0.06114554405212402
insert,2800,2004668,2004656,2.6288890838623047
merge,2800,30805,28604,0.05452561378479004
quick,2800,20552,34361,0.03943943977355957
dual_quick,2800,19596,31330,0.04309225082397461
hybrid,2800,36513,36065,0.050569772720336914
insert,2800,1948479,1948470,2.3813483715057373
merge,2800,30800,28574,0.05435442924499512
quick,2800,18202,34269,0.03491044044494629
dual_quick,2800,20643,32784,0.04501986503601074
hybrid,2800,36342,35838,0.05268287658691406
insert,2800,1939597,1939588,2.5504865646362305
merge,2800,30778,28606,0.05352067947387695
quick,2800,19576,34354,0.037372589111328125
dual_quick,2800,20405,31179,0.04547286033630371
hybrid,2800,36561,36085,0.05287051200866699
insert,2800,1948010,1948000,2.327000617980957
merge,2800,30830,28611,0.05430006980895996
quick,2800,19058,35405,0.0341036319732666
dual_quick,2800,23434,32265,0.043524980545043945
hybrid,2800,36845,36413,0.05159306526184082
insert,2900,2078296,2078291,2.5565378665924072
merge,2900,32067,29768,0.06789755821228027
quick,2900,19717,34988,0.03616523742675781
dual_quick,2900,21113,38912,0.04922747611999512
hybrid,2900,34946,34235,0.05061507225036621
insert,2900,2088074,2088068,2.6336328983306885
merge,2900,31994,29692,0.05508542060852051
quick,2900,18693,37543,0.037116289138793945
dual_quick,2900,19372,33690,0.043372154235839844
hybrid,2900,34979,34316,0.05190730094909668
insert,2900,2104674,2104667,2.5443789958953857
merge,2900,32058,29798,0.05656695365905762
quick,2900,22956,39816,0.04317164421081543
dual_quick,2900,20719,32829,0.04548335075378418
hybrid,2900,34911,34257,0.050226449966430664
insert,2900,2107519,2107513,2.575608968734741
merge,2900,32009,29751,0.05575084686279297
quick,2900,19845,36237,0.03741192817687988
dual_quick,2900,20614,32528,0.04500174522399902
hybrid,2900,35064,34386,0.04933047294616699
insert,2900,2128249,2128241,2.598989963531494
merge,2900,32050,29775,0.05464816093444824
quick,2900,19467,36346,0.03855729103088379
dual_quick,2900,20086,34660,0.04426407814025879
hybrid,2900,34659,33985,0.05309128761291504
insert,3000,2229808,2229800,2.738114595413208
merge,3000,33239,30921,0.053467512130737305
quick,3000,20224,37615,0.03464913368225098
dual_quick,3000,24601,38485,0.04749941825866699
hybrid,3000,34636,33853,0.04820847511291504
insert,3000,2243237,2243225,2.6655983924865723
merge,3000,33214,30911,0.06840085983276367
quick,3000,22888,40751,0.05087566375732422
dual_quick,3000,22495,37445,0.04929995536804199
hybrid,3000,34557,33796,0.05415058135986328
insert,3000,2283629,2283620,2.8533403873443604
merge,3000,33307,30940,0.05817461013793945
quick,3000,22823,39059,0.04069924354553223
dual_quick,3000,21246,36423,0.050177574157714844
hybrid,3000,34588,33820,0.05005764961242676
insert,3000,2205063,2205056,2.703350305557251
merge,3000,33308,30913,0.07572007179260254
quick,3000,20271,38489,0.03897237777709961
dual_quick,3000,21509,33756,0.04425334930419922
hybrid,3000,34586,33793,0.053278446197509766
insert,3000,2246693,2246683,2.800272226333618
merge,3000,33196,30885,0.058344364166259766
quick,3000,20330,37666,0.04001045227050781
dual_quick,3000,21755,33841,0.044959068298339844
hybrid,3000,34490,33719,0.04941153526306152
insert,3100,2396756,2396744,2.9341964721679688
merge,3100,34492,32108,0.05826711654663086
quick,3100,22877,38604,0.044051170349121094
dual_quick,3100,22450,33858,0.04837179183959961
hybrid,3100,35957,35189,0.05552816390991211
insert,3100,2378502,2378491,2.8198118209838867
merge,3100,34546,32091,0.05713462829589844
quick,3100,21263,39427,0.03702116012573242
dual_quick,3100,22161,34956,0.046065330505371094
hybrid,3100,36002,35223,0.05102849006652832
insert,3100,2391971,2391963,3.0430362224578857
merge,3100,34446,32113,0.05862283706665039
quick,3100,21161,41954,0.04294848442077637
dual_quick,3100,23196,36632,0.04741501808166504
hybrid,3100,35908,35162,0.05621218681335449
insert,3100,2398753,2398746,2.939399003982544
merge,3100,34535,32109,0.059053897857666016
quick,3100,21422,40946,0.04209280014038086
dual_quick,3100,23597,34857,0.046933650970458984
hybrid,3100,36074,35275,0.05386209487915039
insert,3100,2365289,2365285,2.846592426300049
merge,3100,34584,32097,0.05885910987854004
quick,3100,23053,43017,0.04560422897338867
dual_quick,3100,22142,36353,0.04730796813964844
hybrid,3100,36157,35292,0.05530118942260742
insert,3200,2505691,2505684,3.093315362930298
merge,3200,35776,33268,0.06188845634460449
quick,3200,22715,40787,0.04560685157775879
dual_quick,3200,22406,40081,0.05005788803100586
hybrid,3200,37472,36658,0.054036855697631836
insert,3200,2584294,2584288,3.1644158363342285
merge,3200,35730,33242,0.06650424003601074
quick,3200,21073,41971,0.07119488716125488
dual_quick,3200,24320,36832,0.05078840255737305
hybrid,3200,37557,36776,0.059119224548339844
insert,3200,2546162,2546153,2.9737303256988525
merge,3200,35720,33291,0.06121468544006348
quick,3200,22795,42473,0.04610013961791992
dual_quick,3200,22495,37736,0.050805091857910156
hybrid,3200,37664,36840,0.055146217346191406
insert,3200,2594097,2594094,3.2954888343811035
merge,3200,35726,33275,0.06582379341125488
quick,3200,21790,40416,0.044203996658325195
dual_quick,3200,26361,40068,0.05450177192687988
hybrid,3200,37418,36640,0.0634622573852539
insert,3200,2577180,2577169,3.303457498550415
merge,3200,35713,33257,0.061833858489990234
quick,3200,26054,42652,0.0590059757232666
dual_quick,3200,23012,35001,0.0472407341003418
hybrid,3200,37452,36704,0.05365157127380371
insert,3300,2691784,2691775,3.547344446182251
merge,3300,36959,34442,0.06347846984863281
quick,3300,25313,43834,0.07013893127441406
dual_quick,3300,26162,39332,0.07529091835021973
hybrid,3300,39108,38316,0.05892229080200195
insert,3300,2719885,2719878,3.3793721199035645
merge,3300,36941,34441,0.06560230255126953
quick,3300,24349,46421,0.04723525047302246
dual_quick,3300,25713,37681,0.05055999755859375
hybrid,3300,39046,38261,0.05659890174865723
insert,3300,2683312,2683304,3.212411403656006
merge,3300,36984,34483,0.06369805335998535
quick,3300,25321,43445,0.044236183166503906
dual_quick,3300,24613,38396,0.050729990005493164
hybrid,3300,39022,38177,0.057320356369018555
insert,3300,2743121,2743114,3.3072285652160645
merge,3300,36930,34452,0.062422752380371094
quick,3300,23966,44435,0.0453031063079834
dual_quick,3300,23874,39740,0.05106616020202637
hybrid,3300,38853,38045,0.05903339385986328
insert,3300,2712396,2712392,3.331003189086914
merge,3300,36956,34425,0.06466293334960938
quick,3300,22404,40844,0.046033382415771484
dual_quick,3300,26750,42500,0.053437232971191406
hybrid,3300,38866,38088,0.05787301063537598
insert,3400,2872206,2872201,3.6713294982910156
merge,3400,38265,35753,0.07057023048400879
quick,3400,23804,47339,0.06397151947021484
dual_quick,3400,23266,40765,0.08160877227783203
hybrid,3400,40622,39823,0.07255411148071289
insert,3400,2914956,2914945,4.185118675231934
merge,3400,38147,35640,0.06534147262573242
quick,3400,23668,43862,0.06087183952331543
dual_quick,3400,26575,41073,0.06578302383422852
hybrid,3400,40393,39588,0.09703421592712402
insert,3400,2932869,2932866,3.8488378524780273
merge,3400,38175,35628,0.07527947425842285
quick,3400,22904,46266,0.047345638275146484
dual_quick,3400,25797,40753,0.052623748779296875
hybrid,3400,40361,39552,0.07065296173095703
insert,3400,2924911,2924903,3.616590976715088
merge,3400,38208,35683,0.0934743881225586
quick,3400,28851,48354,0.08002948760986328
dual_quick,3400,25528,41156,0.06379580497741699
hybrid,3400,40628,39815,0.08489298820495605
insert,3400,2906114,2906108,3.990239143371582
merge,3400,38207,35663,0.07102298736572266
quick,3400,23053,48123,0.05184197425842285
dual_quick,3400,26655,38727,0.05467510223388672
hybrid,3400,40450,39646,0.06757736206054688
insert,3500,3018779,3018774,3.83555006980896
merge,3500,39443,36872,0.0653541088104248
quick,3500,30864,49714,0.05224442481994629
dual_quick,3500,26204,40024,0.050507307052612305
hybrid,3500,42336,41493,0.06194901466369629
insert,3500,3066762,3066754,3.78229022026062
merge,3500,39436,36835,0.06872129440307617
quick,3500,26818,48106,0.050299644470214844
dual_quick,3500,24279,39589,0.05058598518371582
hybrid,3500,42056,41242,0.06270980834960938
insert,3500,3090757,3090752,3.813793420791626
merge,3500,39387,36815,0.07065248489379883
quick,3500,25442,46263,0.051856040954589844
dual_quick,3500,26322,42486,0.05672764778137207
hybrid,3500,42076,41236,0.06164383888244629
insert,3500,2996886,2996874,3.6003944873809814
merge,3500,39420,36842,0.06790781021118164
quick,3500,25542,44703,0.04468870162963867
dual_quick,3500,26354,41436,0.05301952362060547
hybrid,3500,42375,41550,0.061647891998291016
insert,3500,3070437,3070429,3.756136655807495
merge,3500,39388,36799,0.06796574592590332
quick,3500,24878,48750,0.04794144630432129
dual_quick,3500,26149,42017,0.05150461196899414
hybrid,3500,42134,41339,0.060413360595703125
insert,3600,3194228,3194220,3.8281569480895996
merge,3600,40564,38014,0.0651237964630127
quick,3600,30053,47979,0.05119180679321289
dual_quick,3600,26583,43376,0.05371689796447754
hybrid,3600,43392,42549,0.06071758270263672
insert,3600,3192602,3192597,4.065758228302002
merge,3600,40582,37974,0.06968474388122559
quick,3600,29619,51658,0.05446672439575195
dual_quick,3600,25151,41941,0.053107261657714844
hybrid,3600,43356,42490,0.062098026275634766
insert,3600,3199511,3199506,4.215752601623535
merge,3600,40679,38018,0.0703275203704834
quick,3600,28683,52288,0.05418276786804199
dual_quick,3600,25306,43037,0.05228257179260254
hybrid,3600,43817,43022,0.06403708457946777
insert,3600,3194363,3194359,3.8871231079101562
merge,3600,40634,38051,0.06760191917419434
quick,3600,25153,45752,0.04560565948486328
dual_quick,3600,28091,46777,0.05744004249572754
hybrid,3600,43594,42744,0.07845258712768555
insert,3600,3208012,3208001,3.8693394660949707
merge,3600,40698,38028,0.06885051727294922
quick,3600,26458,46847,0.04910540580749512
dual_quick,3600,26136,41861,0.052526235580444336
hybrid,3600,43647,42813,0.06332969665527344
insert,3700,3411121,3411112,4.017030715942383
merge,3700,41839,39195,0.07231593132019043
quick,3700,32523,53100,0.05732107162475586
dual_quick,3700,31146,46507,0.061266422271728516
hybrid,3700,45380,44563,0.06623268127441406
insert,3700,3402976,3402970,4.161059141159058
merge,3700,41818,39182,0.07123947143554688
quick,3700,27952,47601,0.051660776138305664
dual_quick,3700,24778,46263,0.05477476119995117
hybrid,3700,45239,44412,0.06637287139892578
insert,3700,3436793,3436780,4.205520153045654
merge,3700,41814,39247,0.07076501846313477
quick,3700,30669,52078,0.054255008697509766
dual_quick,3700,26276,44215,0.056418657302856445
hybrid,3700,45077,44247,0.06334352493286133
insert,3700,3469055,3469048,4.199936628341675
merge,3700,41897,39254,0.07087278366088867
quick,3700,29866,52104,0.05367708206176758
dual_quick,3700,28448,45842,0.058422088623046875
hybrid,3700,45474,44625,0.06484270095825195
insert,3700,3408705,3408696,4.01021671295166
merge,3700,41784,39272,0.0790562629699707
quick,3700,24911,49669,0.04886150360107422
dual_quick,3700,26965,44211,0.05610013008117676
hybrid,3700,44860,44084,0.06485247611999512
insert,3800,3585631,3585624,4.302521467208862
merge,3800,43057,40457,0.07296395301818848
quick,3800,25155,48648,0.04940366744995117
dual_quick,3800,28549,43616,0.06257462501525879
hybrid,3800,46812,46035,0.06853270530700684
insert,3800,3661339,3661331,4.3973705768585205
merge,3800,42986,40425,0.08966207504272461
quick,3800,27605,49905,0.05300712585449219
dual_quick,3800,27735,47727,0.058477163314819336
hybrid,3800,46671,45808,0.06952023506164551
insert,3800,3612644,3612638,4.291929721832275
merge,3800,43159,40444,0.0695946216583252
quick,3800,26580,50650,0.05753755569458008
dual_quick,3800,29529,46892,0.0583949089050293
hybrid,3800,47238,46332,0.06381773948669434
insert,3800,3569772,3569762,4.308667898178101
merge,3800,43101,40364,0.07747244834899902
quick,3800,25626,48895,0.04968833923339844
dual_quick,3800,31454,44457,0.0590059757232666
hybrid,3800,46918,46029,0.06704831123352051
insert,3800,3606236,3606227,4.396670818328857
merge,3800,43044,40462,0.07399678230285645
quick,3800,26940,51980,0.052175283432006836
dual_quick,3800,27192,44127,0.055350303649902344
hybrid,3800,46844,45999,0.06850314140319824
insert,3900,3815409,3815402,4.652698755264282
merge,3900,44185,41611,0.07486939430236816
quick,3900,26753,50035,0.05028676986694336
dual_quick,3900,29873,44590,0.05760645866394043
hybrid,3900,48344,47539,0.06906723976135254
insert,3900,3849543,3849531,4.836733102798462
merge,3900,44272,41624,0.0741119384765625
quick,3900,27503,49827,0.050933122634887695
dual_quick,3900,29647,46322,0.05968213081359863
hybrid,3900,48481,47576,0.0696866512298584
insert,3900,3769442,3769430,4.823308706283569
merge,3900,44284,41659,0.07473373413085938
quick,3900,28643,49969,0.0524141788482666
dual_quick,3900,25466,48939,0.05789351463317871
hybrid,3900,48467,47579,0.07006692886352539
insert,3900,3865454,3865445,4.7443225383758545
merge,3900,44174,41588,0.07489752769470215
quick,3900,28020,53688,0.052924156188964844
dual_quick,3900,28123,47617,0.05835223197937012
hybrid,3900,48464,47637,0.06950879096984863
insert,3900,3850496,3850486,4.748714447021484
merge,3900,44200,41616,0.07409334182739258
quick,3900,27005,51533,0.05239677429199219
dual_quick,3900,29570,44376,0.058538198471069336
hybrid,3900,48477,47626,0.07102298736572266
insert,4000,4018249,4018240,4.755370616912842
merge,4000,45498,42803,0.07789063453674316
quick,4000,30291,53226,0.05625724792480469
dual_quick,4000,29593,51017,0.06211447715759277
hybrid,4000,50235,49423,0.07265448570251465
insert,4000,3989439,3989433,4.863751173019409
merge,4000,45558,42870,0.07740116119384766
quick,4000,25652,56917,0.055210113525390625
dual_quick,4000,32256,49135,0.06207466125488281
hybrid,4000,50266,49375,0.07178878784179688
insert,4000,3996392,3996385,4.862170219421387
merge,4000,45430,42820,0.07757139205932617
quick,4000,27005,50982,0.049834489822387695
dual_quick,4000,29731,47369,0.06009817123413086
hybrid,4000,50013,49140,0.07123756408691406
insert,4000,3996636,3996627,4.657317399978638
merge,4000,45486,42798,0.07735633850097656
quick,4000,25708,52075,0.051239728927612305
dual_quick,4000,30633,47200,0.06063437461853027
hybrid,4000,50611,49761,0.0734257698059082
