length_of_arr,no_compares,no_swaps,time
500,5222,5466,0.0137786865234375
500,4884,5312,0.012497186660766602
500,5358,5650,0.014016389846801758
500,4808,5396,0.012458086013793945
500,5887,6126,0.015489339828491211
500,5445,5730,0.013664007186889648
500,4974,5515,0.012995481491088867
500,4849,5554,0.01294088363647461
500,5275,6675,0.015115022659301758
500,5425,6302,0.014707565307617188
500,4816,5298,0.01244497299194336
500,5020,5608,0.013578653335571289
500,4618,5455,0.012505054473876953
500,5899,6368,0.015500783920288086
500,5068,5807,0.013816595077514648
500,5659,5933,0.014752388000488281
500,5008,5713,0.013439655303955078
500,4652,5062,0.01142263412475586
500,5320,6015,0.014448165893554688
500,4995,6195,0.013852119445800781
500,5548,5714,0.014138460159301758
500,4584,5720,0.012816190719604492
500,4817,5353,0.012643098831176758
500,5548,5697,0.014157772064208984
500,5161,5739,0.013152122497558594
500,4820,6185,0.013402700424194336
500,5495,6137,0.014548540115356445
500,6200,6819,0.016501188278198242
500,5145,5915,0.013762474060058594
500,6862,7606,0.018568038940429688
500,4821,5942,0.013912677764892578
500,5003,5943,0.013425111770629883
500,5206,5868,0.013954401016235352
500,4883,5375,0.012823104858398438
500,5037,5924,0.013597249984741211
500,5393,5546,0.013680458068847656
500,4810,5941,0.013466835021972656
500,5586,6795,0.015427589416503906
500,4891,5907,0.013549089431762695
500,5990,6817,0.016207218170166016
500,4960,5250,0.013042211532592773
500,5808,6569,0.015259742736816406
500,5200,6239,0.014714241027832031
500,5186,5667,0.013934850692749023
500,5013,5501,0.013379335403442383
600,6553,7607,0.017885684967041016
600,6091,7354,0.017068147659301758
600,6291,6965,0.016473770141601562
600,6456,7608,0.017366647720336914
600,6387,7428,0.01676464080810547
600,6183,7256,0.01703810691833496
600,6333,7310,0.01666855812072754
600,6616,6983,0.017508745193481445
600,5985,6715,0.015654325485229492
600,5818,6967,0.0161135196685791
600,6886,7621,0.0187838077545166
600,6748,7271,0.017754554748535156
600,5951,6873,0.01605534553527832
600,6754,7125,0.017633914947509766
600,6199,7200,0.016348600387573242
600,6211,6792,0.01638174057006836
600,6383,6804,0.016683101654052734
600,6040,7191,0.016780853271484375
600,6528,7592,0.017719507217407227
600,7181,7700,0.018156051635742188
600,6343,7181,0.017383813858032227
600,6419,6990,0.01658487319946289
600,6852,8151,0.019279003143310547
600,6352,6801,0.015874147415161133
600,6655,7263,0.01726984977722168
600,6173,6929,0.016510009765625
600,6044,7203,0.016231536865234375
600,6340,7292,0.016695022583007812
600,6280,6986,0.016764402389526367
600,6788,7180,0.017406463623046875
600,6585,7616,0.01779460906982422
600,7111,7261,0.017896175384521484
600,6143,7177,0.016554832458496094
600,6521,7032,0.017213821411132812
600,6606,7434,0.017351388931274414
600,6176,7268,0.0169985294342041
600,6295,6998,0.01656198501586914
600,6287,6852,0.016249895095825195
600,5755,6906,0.015568017959594727
600,6031,7167,0.016531944274902344
600,5928,7066,0.01620960235595703
600,5867,6711,0.015125036239624023
600,5798,6993,0.01597142219543457
600,6449,7667,0.01764702796936035
600,6775,7246,0.017711877822875977
600,6672,7388,0.017674922943115234
600,6263,6751,0.015982627868652344
600,5994,7381,0.01710653305053711
600,5598,7216,0.0157470703125
600,6420,7492,0.017383813858032227
700,7914,8837,0.021730899810791016
700,7236,7992,0.01933741569519043
700,7839,8828,0.020504474639892578
700,7515,8449,0.020428180694580078
700,8301,9985,0.023300886154174805
700,7807,8686,0.02039813995361328
700,7328,7975,0.019182920455932617
700,6841,7860,0.018265485763549805
700,7334,8663,0.019880294799804688
700,8307,10146,0.02356743812561035
700,8077,10167,0.023474454879760742
700,8556,9363,0.02311563491821289
700,7756,9420,0.02152085304260254
700,8326,9116,0.021785259246826172
700,7287,8111,0.018663883209228516
700,7405,8005,0.019148826599121094
700,7730,8799,0.020889759063720703
700,7658,8441,0.020390987396240234
700,7470,8711,0.020041227340698242
700,7734,8022,0.019187211990356445
700,7762,8418,0.020223140716552734
700,7623,8408,0.02021956443786621
700,7213,7896,0.01899862289428711
700,7466,8510,0.01928567886352539
700,7822,8801,0.020473957061767578
700,7425,8892,0.020874738693237305
700,8371,9010,0.022174358367919922
700,7432,8846,0.01960158348083496
700,7588,8437,0.020049095153808594
700,7189,8694,0.019870758056640625
700,7860,9712,0.02233719825744629
700,7497,8580,0.0191957950592041
700,7784,9181,0.02157282829284668
700,7529,8480,0.020595550537109375
700,7845,8760,0.021128416061401367
700,7980,8573,0.021205425262451172
700,7978,8904,0.021645069122314453
700,7686,8514,0.020392894744873047
700,6951,8462,0.01969122886657715
700,7302,8799,0.01992487907409668
700,7911,8620,0.020656585693359375
700,7427,9164,0.020476579666137695
700,7493,8498,0.020647048950195312
700,7866,8874,0.020428180694580078
700,7286,8474,0.01965808868408203
700,7604,8319,0.019774675369262695
700,7940,8625,0.020977258682250977
700,7926,9925,0.02267289161682129
700,7630,8410,0.02038097381591797
700,7556,9011,0.020809650421142578
800,8856,9504,0.023591279983520508
800,8794,9487,0.0225372314453125
800,9501,11050,0.02640557289123535
800,8618,9974,0.023532629013061523
800,8857,9599,0.023279190063476562
800,8999,9919,0.023082733154296875
800,9036,10227,0.023809194564819336
800,9245,10295,0.024697065353393555
800,10214,11242,0.02767634391784668
800,8717,10396,0.02357172966003418
800,9478,10819,0.02563333511352539
800,9296,10434,0.025139570236206055
800,9031,10077,0.024169445037841797
800,9152,10161,0.024566173553466797
800,9442,10564,0.02504420280456543
800,9314,11006,0.02568817138671875
800,8983,10223,0.024314403533935547
800,8505,9773,0.023259878158569336
800,9348,12673,0.028276443481445312
800,8723,10769,0.023773670196533203
800,8745,9561,0.023242712020874023
800,8441,10169,0.022942543029785156
800,9063,10094,0.023427963256835938
800,8619,10202,0.023296833038330078
800,9021,10525,0.02495551109313965
800,9141,10104,0.02474212646484375
800,8553,9575,0.023133277893066406
800,8830,9589,0.02296137809753418
800,8951,10210,0.024111032485961914
800,9102,11165,0.025365352630615234
800,8975,10461,0.024196147918701172
800,9110,10031,0.02465033531188965
800,8689,9772,0.022614717483520508
800,9425,10989,0.025800466537475586
800,9700,11763,0.027384281158447266
800,8689,9983,0.023348569869995117
800,9345,10376,0.025468826293945312
800,8855,9592,0.023565292358398438
800,9249,10210,0.024724721908569336
800,9174,10535,0.024865388870239258
800,8647,9525,0.022016525268554688
800,9504,10925,0.025710105895996094
800,9290,10937,0.02495408058166504
800,9442,10596,0.02531719207763672
800,9180,10575,0.025584697723388672
800,8428,9909,0.02328801155090332
800,8101,10155,0.022410869598388672
800,9362,11445,0.026180744171142578
800,7971,10510,0.023113727569580078
800,9686,10876,0.026585817337036133
900,10263,11510,0.02723097801208496
900,9588,11241,0.02593851089477539
900,10187,11089,0.027034282684326172
900,10005,12018,0.027678728103637695
900,10321,11719,0.027296781539916992
900,10868,12688,0.029735088348388672
900,9836,12478,0.028645753860473633
900,9511,11808,0.026494264602661133
900,10792,12110,0.029113054275512695
900,9400,14241,0.030275344848632812
900,10414,11657,0.027597904205322266
900,10400,11797,0.02831244468688965
900,10521,12540,0.02860283851623535
900,10552,11374,0.028219938278198242
900,10461,12642,0.028881549835205078
900,9469,11414,0.026271820068359375
900,9386,12459,0.027190446853637695
900,11152,13002,0.030986785888671875
900,9910,11495,0.026482582092285156
900,10043,11154,0.027111053466796875
900,11157,12350,0.030408859252929688
900,9848,11846,0.0268709659576416
900,10277,11950,0.0283203125
900,10534,11728,0.02828192710876465
900,10759,12092,0.02909088134765625
900,10384,12331,0.028544902801513672
900,10437,11244,0.027577877044677734
900,10488,11760,0.026567697525024414
900,10620,11267,0.027210712432861328
900,10201,11681,0.027535200119018555
900,10136,11720,0.027629613876342773
900,10721,12377,0.02888035774230957
900,10294,11925,0.027040958404541016
900,9348,11164,0.024434328079223633
900,10745,11604,0.028484582901000977
900,10135,12467,0.027699708938598633
900,10129,11939,0.027983665466308594
900,10227,11630,0.027156352996826172
900,11200,12164,0.028892993927001953
900,10565,11485,0.027547597885131836
900,10197,11623,0.027130842208862305
900,11074,11862,0.029543399810791016
900,9865,11342,0.026511669158935547
900,10153,12166,0.027776718139648438
900,11081,12656,0.03045487403869629
900,10733,12942,0.02966785430908203
900,10055,11540,0.02751302719116211
900,10612,13172,0.02962660789489746
900,10013,11894,0.027865886688232422
900,9799,11182,0.025508642196655273
1000,12265,13923,0.033164024353027344
1000,12262,14241,0.034075260162353516
1000,13205,14462,0.03507065773010254
1000,11997,13418,0.03233909606933594
1000,12777,14584,0.034689903259277344
1000,11180,12767,0.030011653900146484
1000,11593,13726,0.031981468200683594
1000,11788,13878,0.033052921295166016
1000,11065,12734,0.028608322143554688
1000,11895,13170,0.03129935264587402
1000,11776,13031,0.03153491020202637
1000,11904,13447,0.0322880744934082
1000,12302,14165,0.03357195854187012
1000,11246,13423,0.03060007095336914
1000,11242,12748,0.030782699584960938
1000,10685,12882,0.02959728240966797
1000,12537,13595,0.03374910354614258
1000,11141,13790,0.031202316284179688
1000,11117,12511,0.028894424438476562
1000,13100,13642,0.03458857536315918
1000,11083,12998,0.030520200729370117
1000,11154,13264,0.030481338500976562
1000,12448,13851,0.03314614295959473
1000,11414,12532,0.029524564743041992
1000,11621,14504,0.033479928970336914
1000,11387,14258,0.03294706344604492
1000,10874,13396,0.030631542205810547
1000,11256,12926,0.030303955078125
1000,10937,12935,0.029890775680541992
1000,11590,13326,0.030583620071411133
1000,11455,13163,0.03153371810913086
1000,12134,13515,0.03214144706726074
1000,11517,13708,0.031917572021484375
1000,10824,12793,0.029180526733398438
1000,12136,14822,0.03422260284423828
1000,11826,13218,0.031923770904541016
1000,10707,12219,0.028942108154296875
1000,11100,12966,0.030493497848510742
1000,12661,13705,0.03359103202819824
1000,12131,13610,0.032849788665771484
1000,11484,13116,0.0304415225982666
1000,11610,12832,0.03052973747253418
1000,12272,13626,0.031743526458740234
1000,12447,14030,0.03385043144226074
1000,11445,13881,0.03242754936218262
1000,12227,13311,0.03210878372192383
1000,11311,12922,0.03109574317932129
1000,12719,13965,0.03338122367858887
1000,11086,13536,0.03131270408630371
1000,11242,13670,0.030896425247192383
1100,14797,16573,0.04033994674682617
1100,14540,16534,0.03963279724121094
1100,14730,16366,0.039893150329589844
1100,12431,14751,0.03421425819396973
1100,13751,15030,0.032575368881225586
1100,12740,14292,0.01586747169494629
1100,12627,15180,0.016654014587402344
1100,12869,15191,0.017276287078857422
1100,13098,14491,0.017146825790405273
1100,13716,16371,0.018497943878173828
1100,12484,15220,0.01640915870666504
1100,12685,14936,0.016624927520751953
1100,13852,16226,0.018942594528198242
1100,13499,15640,0.01854538917541504
1100,13400,14475,0.017612695693969727
1100,14570,17594,0.019956350326538086
1100,14014,15403,0.01778721809387207
1100,12718,14985,0.015930891036987305
1100,13019,15159,0.016422033309936523
1100,12838,14517,0.016007661819458008
1100,14090,15949,0.018137216567993164
1100,13360,14488,0.016890525817871094
1100,12392,14502,0.016129016876220703
1100,13176,15875,0.017578840255737305
1100,12893,15095,0.017184972763061523
1100,12526,14259,0.016641855239868164
1100,11999,14241,0.015935897827148438
1100,12079,13848,0.015178203582763672
1100,13483,14803,0.01650071144104004
1100,12062,15271,0.017058372497558594
1100,13773,16102,0.0178525447845459
1100,12521,15093,0.016290903091430664
1100,13050,14117,0.0165865421295166
1100,13216,14924,0.016971826553344727
1100,13302,15938,0.018074750900268555
1100,12496,13916,0.01590704917907715
1100,13158,15074,0.016950607299804688
1100,14562,15223,0.018018245697021484
1100,13202,14299,0.01659703254699707
1100,12416,15504,0.01661062240600586
1100,12466,14215,0.01610279083251953
1100,17168,20596,0.02368760108947754
1100,13043,14617,0.017596960067749023
1100,12644,14593,0.016612768173217773
1100,12572,14500,0.016367673873901367
1100,13246,15008,0.017293930053710938
1100,13679,14909,0.017473459243774414
1100,12940,15622,0.016742467880249023
1100,12535,15276,0.016345977783203125
1100,13067,15520,0.017379045486450195
1200,14533,16768,0.01985311508178711
1200,13318,16146,0.017159223556518555
1200,14623,16572,0.020848751068115234
1200,14088,16660,0.018615245819091797
1200,14793,17468,0.01948714256286621
1200,14650,16170,0.018976449966430664
1200,14964,16936,0.019426822662353516
1200,14020,17145,0.018202543258666992
1200,13966,16603,0.01862335205078125
1200,14127,16887,0.018534421920776367
1200,15275,16799,0.019709348678588867
1200,16040,18661,0.02392411231994629
1200,13742,15780,0.017218828201293945
1200,15209,17329,0.019710779190063477
1200,14860,16552,0.019510269165039062
1200,13612,16910,0.018959522247314453
1200,15558,17045,0.019906997680664062
1200,13609,17079,0.018117666244506836
1200,14012,16327,0.0188601016998291
1200,14198,18266,0.020091772079467773
1200,14976,16806,0.019702434539794922
1200,14569,16637,0.018868446350097656
1200,14682,17715,0.01955103874206543
1200,13852,15303,0.0177609920501709
1200,15355,16851,0.018991947174072266
1200,14165,15957,0.018956899642944336
1200,14687,16791,0.020046472549438477
1200,16610,19764,0.02269458770751953
1200,14003,18070,0.019345998764038086
1200,13694,16440,0.018302440643310547
1200,14187,15866,0.018984317779541016
1200,14948,17207,0.026484251022338867
1200,13664,15852,0.017855167388916016
1200,14585,16861,0.018835783004760742
1200,13702,17455,0.01860332489013672
1200,16021,18825,0.02175593376159668
1200,14182,17250,0.01868748664855957
1200,14070,15178,0.01673603057861328
1200,14659,16203,0.019069671630859375
1200,13635,16158,0.01825857162475586
1200,14148,18158,0.019597291946411133
1200,14619,16398,0.018725156784057617
1200,14829,16269,0.01926255226135254
1200,13109,15736,0.01707172393798828
1200,14654,16330,0.019475460052490234
1200,15626,16936,0.020669221878051758
1200,13608,16357,0.018172502517700195
1200,15880,18906,0.021976232528686523
1200,14763,17895,0.01997065544128418
1200,13308,16680,0.01780986785888672
1300,16968,18788,0.022066116333007812
1300,15132,18086,0.02210855484008789
1300,15927,18063,0.020910024642944336
1300,15408,19555,0.021682262420654297
1300,18654,20680,0.025325298309326172
1300,16775,18875,0.02221059799194336
1300,16539,18889,0.022207975387573242
1300,14535,16987,0.0190427303314209
1300,14408,18917,0.019794940948486328
1300,14300,17418,0.021161556243896484
1300,17257,18814,0.022958040237426758
1300,16041,17899,0.021064043045043945
1300,15849,18360,0.022434234619140625
1300,15729,18990,0.021431922912597656
1300,15064,17915,0.01993250846862793
1300,16221,19500,0.02162456512451172
1300,16910,20380,0.023531436920166016
1300,14329,17742,0.01851367950439453
1300,15597,17277,0.020478248596191406
1300,15641,17766,0.020110130310058594
1300,15529,16789,0.019657135009765625
1300,15207,17602,0.019609928131103516
1300,16386,17896,0.019977331161499023
1300,16679,19094,0.019483327865600586
1300,15714,17748,0.01883530616760254
1300,16775,19515,0.020536422729492188
1300,16737,20656,0.02111029624938965
1300,15353,18171,0.01769733428955078
1300,15095,18117,0.018662452697753906
1300,15745,18964,0.01988983154296875
1300,15602,19889,0.020221710205078125
1300,16428,20917,0.021199703216552734
1300,16903,19046,0.02203679084777832
1300,16818,18604,0.020816802978515625
1300,15249,17991,0.018925905227661133
1300,14956,17529,0.020416736602783203
1300,16888,19014,0.020310163497924805
1300,16745,20863,0.022551536560058594
1300,15004,17693,0.018770456314086914
1300,15430,17388,0.018901348114013672
1300,17747,21090,0.022024869918823242
1300,15636,18279,0.019221067428588867
1300,16346,20747,0.021071672439575195
1300,16429,18875,0.023294448852539062
1300,14689,18177,0.018770694732666016
1300,15902,18121,0.019231796264648438
1300,15676,18813,0.0193178653717041
1300,16101,18755,0.022862672805786133
1300,15857,19224,0.019898176193237305
1300,16182,19679,0.020358800888061523
1400,18239,20214,0.022857189178466797
1400,16867,19892,0.020388364791870117
1400,17067,20653,0.029065370559692383
1400,18128,20909,0.022626638412475586
1400,16413,20695,0.020946502685546875
1400,17286,19627,0.021041154861450195
1400,18145,20728,0.022322654724121094
1400,19078,21159,0.023422718048095703
1400,18858,20674,0.022905349731445312
1400,18380,20789,0.022269487380981445
1400,16785,18624,0.020002126693725586
1400,16935,19556,0.021518230438232422
1400,16868,19291,0.020905494689941406
1400,17007,19323,0.02093195915222168
1400,17686,21356,0.02251148223876953
1400,16911,19371,0.021045446395874023
1400,16047,18710,0.019148826599121094
1400,17737,20532,0.02155327796936035
1400,17517,20242,0.02120041847229004
1400,17277,19701,0.022466182708740234
1400,16486,19033,0.020174264907836914
1400,18004,20535,0.021933555603027344
1400,17808,20812,0.028478622436523438
1400,16375,20371,0.023542404174804688
1400,18363,21414,0.023487567901611328
1400,16480,20896,0.021130084991455078
1400,18089,19926,0.021924972534179688
1400,17898,19997,0.02158832550048828
1400,16641,18351,0.019812583923339844
1400,15804,19892,0.020593881607055664
1400,16817,19346,0.021665573120117188
1400,17849,22322,0.02424931526184082
1400,17353,19739,0.02143716812133789
1400,17469,21467,0.023228883743286133
1400,17133,20005,0.02231764793395996
1400,15779,18441,0.0199892520904541
1400,17177,19321,0.0220797061920166
1400,17798,20067,0.021751880645751953
1400,17530,21484,0.02360057830810547
1400,16343,22124,0.022800445556640625
1400,18221,21023,0.02318096160888672
1400,17953,20008,0.023502111434936523
1400,18448,20221,0.02343463897705078
1400,16664,20260,0.022951841354370117
1400,17644,20844,0.03048086166381836
1400,18087,22018,0.03994154930114746
1400,18484,20836,0.03729367256164551
1400,17514,19154,0.0321352481842041
1400,16506,18552,0.027241230010986328
1400,17984,20458,0.038362979888916016
1500,18299,20718,0.024502992630004883
1500,18847,22137,0.02562570571899414
1500,18972,21376,0.02409648895263672
1500,18695,22516,0.024228334426879883
1500,17982,22184,0.023150920867919922
1500,18083,20919,0.02317333221435547
1500,18275,21456,0.022813796997070312
1500,21421,23407,0.027150392532348633
1500,18807,21668,0.02390742301940918
1500,19210,22290,0.024497270584106445
1500,17358,22455,0.023120880126953125
1500,18988,21324,0.024644851684570312
1500,17537,20283,0.025892019271850586
1500,19876,21847,0.028062820434570312
1500,21003,23597,0.02839207649230957
1500,20398,23176,0.027007341384887695
1500,18461,23018,0.026610374450683594
1500,17590,21566,0.04314398765563965
1500,19205,22907,0.03267312049865723
1500,17445,23129,0.024567604064941406
1500,21033,24602,0.028435230255126953
1500,18393,22152,0.02436351776123047
1500,18617,23440,0.026940107345581055
1500,18988,21641,0.027957439422607422
1500,17781,20838,0.025831222534179688
1500,18863,22552,0.026416301727294922
1500,18465,22711,0.02476048469543457
1500,19074,20974,0.024704456329345703
1500,18377,21205,0.024020671844482422
1500,19712,22852,0.025936126708984375
1500,22642,24867,0.04190993309020996
1500,18863,22201,0.03713250160217285
1500,19373,22059,0.03344225883483887
1500,18213,21599,0.024094343185424805
1500,19075,23023,0.025728225708007812
1500,19569,22754,0.027454137802124023
1500,18968,21753,0.024397611618041992
1500,17985,20736,0.022835969924926758
1500,19591,22427,0.03081512451171875
1500,17754,20729,0.02290511131286621
1500,20857,24418,0.028272628784179688
1500,20919,23187,0.029173851013183594
1500,18550,22392,0.02613353729248047
1500,17769,20170,0.021565675735473633
1500,19111,22679,0.02653026580810547
1500,17598,21058,0.02388763427734375
1500,20965,22476,0.027948856353759766
1500,18018,20954,0.025199413299560547
1500,19408,22489,0.04807138442993164
1500,17983,21515,0.024388790130615234
1600,21445,24959,0.029790639877319336
1600,20610,23387,0.027242422103881836
1600,21198,23698,0.02756786346435547
1600,20272,23495,0.02799367904663086
1600,19777,23154,0.027260303497314453
1600,19611,22364,0.038481950759887695
1600,18335,22534,0.032500267028808594
1600,20293,22421,0.02617478370666504
1600,19751,24524,0.027574777603149414
1600,20133,22644,0.0284883975982666
1600,19943,23199,0.02680826187133789
1600,19446,23015,0.02590203285217285
1600,20532,24436,0.03017592430114746
1600,20384,24419,0.033289432525634766
1600,21409,23085,0.029299259185791016
1600,21425,25063,0.028760433197021484
1600,20884,23845,0.02827286720275879
1600,21519,26006,0.030655860900878906
1600,18438,22083,0.031024932861328125
1600,18387,23615,0.02601003646850586
1600,21130,23946,0.037380218505859375
1600,20187,23367,0.02661585807800293
1600,18405,23884,0.0262908935546875
1600,19929,25282,0.02767014503479004
1600,18223,23421,0.028795480728149414
1600,21278,23732,0.035829782485961914
1600,21378,26777,0.038088321685791016
1600,18682,22697,0.025500774383544922
1600,20019,23240,0.02954864501953125
1600,20162,25761,0.04262542724609375
1600,21897,25066,0.03220510482788086
1600,19131,22414,0.02794623374938965
1600,20981,22850,0.0273592472076416
1600,22241,26016,0.030029773712158203
1600,20365,22725,0.026181459426879883
1600,19564,23302,0.02772235870361328
1600,20634,23561,0.02797222137451172
1600,19139,22002,0.0271608829498291
1600,21502,24138,0.027685165405273438
1600,18602,25448,0.026638507843017578
1600,19713,22966,0.027101755142211914
1600,20420,23458,0.02704763412475586
1600,20218,22792,0.02628040313720703
1600,19149,22633,0.027141571044921875
1600,20692,23013,0.027563810348510742
1600,19220,22152,0.027883291244506836
1600,21359,26556,0.05449819564819336
1600,18198,22810,0.0463709831237793
1600,20722,24601,0.03323101997375488
1600,20646,23560,0.028698444366455078
1700,22603,27238,0.030591487884521484
1700,22276,25397,0.029651403427124023
