length_of_arr,no_compares,no_swaps,time
2600,35019,41367,0.08572936058044434
2600,35368,44942,0.10119771957397461
2600,35846,41805,0.08366990089416504
2600,33364,39887,0.045682668685913086
2600,33552,39226,0.06873583793640137
2600,36008,43873,0.09077215194702148
2600,35170,43009,0.08930087089538574
2600,33465,40713,0.08591532707214355
2600,34178,42259,0.08887958526611328
2600,35491,40413,0.09209704399108887
2600,32376,39633,0.08237266540527344
2600,35839,42803,0.06882500648498535
2600,34589,41382,0.04648160934448242
2600,36213,41871,0.048401832580566406
2600,38534,45725,0.050870656967163086
2600,33675,45016,0.047667741775512695
2600,31490,42489,0.04470705986022949
2600,32825,40028,0.0440363883972168
2600,36734,43156,0.050016164779663086
2600,36731,43416,0.04948163032531738
2600,35529,40843,0.04666948318481445
2600,33771,42556,0.04804229736328125
2600,34936,43908,0.04802203178405762
2600,36176,40315,0.046591997146606445
2600,30824,43463,0.04413008689880371
2600,34084,38280,0.04504561424255371
2600,33300,41212,0.0460515022277832
2700,35094,41706,0.04712557792663574
2700,35750,42352,0.04809117317199707
2700,35641,41803,0.049463510513305664
2700,37855,45384,0.051683902740478516
2700,35238,42470,0.04813814163208008
2700,39604,48750,0.054785966873168945
2700,33997,41010,0.046730995178222656
2700,35877,45852,0.051123857498168945
2700,35791,43412,0.048691749572753906
2700,36928,43468,0.05033135414123535
2700,35067,43104,0.05115652084350586
2700,34400,44146,0.047789573669433594
2700,36578,43780,0.04949831962585449
2700,36882,47198,0.05174994468688965
2700,36932,42872,0.05193781852722168
2700,38650,44435,0.05208778381347656
2700,33023,41699,0.04531574249267578
2700,34545,42246,0.04828357696533203
2700,36058,45437,0.050424814224243164
2700,37293,42668,0.048525333404541016
2700,35248,44204,0.04868292808532715
2700,36949,44210,0.05285811424255371
2700,36132,44301,0.05030345916748047
2700,34562,42949,0.04758453369140625
2700,39208,46341,0.05457496643066406
2700,35424,42657,0.0802910327911377
2700,36126,43458,0.0672152042388916
2700,36068,44363,0.053342580795288086
2700,35486,41680,0.05750107765197754
2700,35627,42291,0.05710887908935547
2700,39240,48097,0.11172914505004883
2700,37824,43843,0.10462641716003418
2700,40415,45200,0.11341547966003418
2700,36567,42257,0.1009523868560791
2700,35840,43418,0.09299111366271973
2700,35021,45559,0.09313273429870605
2700,35692,41946,0.08940768241882324
2700,39123,44630,0.09946846961975098
2700,36853,42661,0.09117674827575684
2700,36583,43358,0.09337830543518066
2700,34083,47071,0.09473800659179688
2700,38536,43266,0.0941476821899414
2700,36701,42440,0.09180378913879395
2700,38548,49395,0.10332632064819336
2700,34423,41646,0.08770942687988281
2700,37555,44079,0.09392690658569336
2700,37251,42717,0.09566283226013184
2700,36330,43795,0.09427690505981445
2700,37677,42994,0.09592938423156738
2700,35752,42529,0.09072542190551758
2800,39301,45414,0.10007071495056152
2800,38991,46114,0.09827780723571777
2800,41915,47115,0.10146021842956543
2800,40437,45984,0.1024470329284668
2800,37069,44972,0.09551525115966797
2800,36492,44919,0.0955207347869873
2800,38117,43790,0.09676551818847656
2800,41200,47256,0.10243034362792969
2800,38236,47450,0.10163402557373047
2800,38340,44532,0.09391355514526367
2800,36314,45752,0.09525656700134277
2800,39824,47732,0.10379385948181152
2800,38623,50545,0.10483694076538086
2800,36818,47099,0.09786057472229004
2800,37830,49054,0.10181260108947754
2800,40312,46325,0.10023164749145508
2800,44155,52924,0.11395096778869629
2800,38829,46462,0.09990859031677246
2800,36245,43922,0.09277629852294922
2800,36912,45917,0.09709024429321289
2800,36436,48805,0.09829235076904297
2800,34980,44484,0.05169320106506348
2800,38709,45255,0.05353546142578125
2800,36734,46968,0.06093311309814453
2800,37811,44812,0.09696030616760254
2800,37609,44067,0.09382343292236328
2800,37087,43439,0.09138894081115723
2800,38274,45761,0.05323672294616699
2800,38543,46708,0.05594325065612793
2800,37628,44214,0.09219646453857422
2800,34909,48973,0.09508204460144043
2800,37264,43720,0.09104561805725098
2800,39162,49072,0.09132862091064453
2800,43659,52480,0.1007382869720459
2800,38952,43707,0.09576129913330078
2800,37167,43928,0.08971858024597168
2800,38289,44529,0.09777235984802246
2800,39984,45193,0.07821273803710938
2800,36404,42611,0.056913137435913086
2800,36291,45302,0.04988288879394531
2800,38825,47324,0.05499744415283203
2800,36909,43594,0.05018210411071777
2800,38189,45431,0.06435823440551758
2800,39891,49306,0.10072588920593262
2800,35565,43001,0.08734440803527832
2800,36585,44143,0.09128594398498535
2800,39331,45672,0.09588170051574707
2800,39634,47535,0.06517887115478516
2800,39028,47365,0.06761646270751953
2800,39777,46516,0.05951261520385742
2900,38687,45603,0.07157754898071289
2900,41713,49748,0.05912637710571289
2900,39129,47245,0.05411505699157715
2900,38820,45988,0.05580568313598633
2900,38857,47131,0.0538487434387207
2900,44571,52485,0.0625159740447998
2900,40109,47045,0.07254433631896973
2900,40388,47216,0.05265069007873535
2900,41707,49554,0.05713152885437012
2900,39357,48879,0.05605196952819824
2900,38265,45687,0.05183839797973633
2900,39200,46465,0.05059385299682617
2900,41846,47271,0.05621600151062012
2900,39900,50700,0.058806419372558594
2900,39810,45615,0.053249359130859375
2900,40918,48568,0.0570526123046875
2900,42475,50338,0.05993223190307617
2900,39828,47230,0.05577707290649414
2900,37835,45645,0.05213212966918945
2900,38791,47742,0.05430912971496582
2900,37037,46123,0.04930281639099121
2900,37995,48693,0.09466767311096191
2900,38288,45533,0.066864013671875
2900,38085,45754,0.05973172187805176
2900,40161,50765,0.05530834197998047
2900,37936,49337,0.052703142166137695
2900,40592,46845,0.05394577980041504
2900,38684,44698,0.049627065658569336
2900,41373,48398,0.06739354133605957
2900,40629,46124,0.05923056602478027
2900,42654,58577,0.06489062309265137
2900,39551,48870,0.05874490737915039
2900,42265,48863,0.05537700653076172
2900,39060,47229,0.05317354202270508
2900,40054,48362,0.055319786071777344
2900,42299,53226,0.06946039199829102
2900,42645,53664,0.06198287010192871
2900,37166,46506,0.05096554756164551
2900,39095,48461,0.06390666961669922
2900,40641,47836,0.10187244415283203
2900,39480,46796,0.10025453567504883
2900,44732,50308,0.11053323745727539
2900,39647,52137,0.10665106773376465
2900,38740,47060,0.09900259971618652
2900,38563,48578,0.10038590431213379
2900,39974,45330,0.10101675987243652
2900,40994,48520,0.10354423522949219
2900,37139,44227,0.09349942207336426
2900,44019,49379,0.10990262031555176
2900,37668,55908,0.10809969902038574
3000,40820,47047,0.10266661643981934
3000,43138,48190,0.07415127754211426
3000,43846,51829,0.05915188789367676
3000,42459,52008,0.05995631217956543
3000,39326,47334,0.05460858345031738
3000,41856,49896,0.05739736557006836
3000,40153,49745,0.053272247314453125
3000,40483,49146,0.06381011009216309
3000,39525,45971,0.05446672439575195
3000,40253,47955,0.05250191688537598
3000,41290,49643,0.05617880821228027
3000,41306,51979,0.05656886100769043
3000,40492,47415,0.05448579788208008
3000,41452,48442,0.05614304542541504
3000,40907,48238,0.07839441299438477
3000,38726,47788,0.05370354652404785
3000,43880,49590,0.059540748596191406
3000,39578,46200,0.050187110900878906
3000,39597,49504,0.05572032928466797
3000,39218,49666,0.05465269088745117
3000,40912,49874,0.06029057502746582
3000,40910,48191,0.06396198272705078
3000,40186,48215,0.05484151840209961
3000,43263,50703,0.058127641677856445
3000,42917,53752,0.06181216239929199
3000,43750,49614,0.07394170761108398
3000,45396,54231,0.06483626365661621
3000,39241,49306,0.054286956787109375
3000,40996,46251,0.054239749908447266
3000,42255,49123,0.05664968490600586
3000,40141,51995,0.07882332801818848
3000,40127,50539,0.056890249252319336
3000,40622,49392,0.0878758430480957
3000,41079,47270,0.09821701049804688
3000,43330,49179,0.09204626083374023
3000,41425,49085,0.05830097198486328
3000,45631,53264,0.06522417068481445
3000,42512,52604,0.0587468147277832
3000,41635,49896,0.058208465576171875
3000,39708,48380,0.07089662551879883
3000,44254,52059,0.10436272621154785
3000,44754,58767,0.1161961555480957
3000,40716,49636,0.11080265045166016
3000,46277,55174,0.1127934455871582
3000,39263,48246,0.10957670211791992
3000,41345,49410,0.12627649307250977
3000,39688,48975,0.10094022750854492
3000,40809,49210,0.1152198314666748
3000,40757,49665,0.09138154983520508
3000,40319,48737,0.050659894943237305
3100,41635,48769,0.05312609672546387
3100,43506,52369,0.0566868782043457
3100,47470,55034,0.060477256774902344
3100,44741,53598,0.05988121032714844
3100,43203,55605,0.05960965156555176
3100,41868,53771,0.07379841804504395
3100,41886,53921,0.06894445419311523
3100,46554,52381,0.06298398971557617
3100,43986,54560,0.06353163719177246
3100,47618,58320,0.06561064720153809
3100,42492,50242,0.05481839179992676
3100,45829,54321,0.0650944709777832
3100,40724,49536,0.0552980899810791
3100,47914,54521,0.07492423057556152
3100,41507,55069,0.06278848648071289
3100,43092,49906,0.07001066207885742
3100,42436,56303,0.06004071235656738
3100,42570,51164,0.059652090072631836
3100,43035,48864,0.05467653274536133
3100,42633,52872,0.06075406074523926
3100,41459,52148,0.05499386787414551
3100,41217,53963,0.059407949447631836
3100,41623,50122,0.058682918548583984
3100,43691,54220,0.0600430965423584
3100,39582,48279,0.0705418586730957
3100,42768,50933,0.11389017105102539
3100,41363,48853,0.07999873161315918
3100,43697,54121,0.060576438903808594
3100,41158,49638,0.05873370170593262
3100,46497,56043,0.06348490715026855
3100,44508,51438,0.0617520809173584
3100,40644,49910,0.057215213775634766
3100,44663,53863,0.06218695640563965
3100,43113,51362,0.06162905693054199
3100,43094,49647,0.05783653259277344
3100,43257,55010,0.0751657485961914
3100,42607,49029,0.05643153190612793
3100,43120,51550,0.05898857116699219
3100,45895,54450,0.0650033950805664
3100,42059,52041,0.05717778205871582
3100,42436,51394,0.05606222152709961
3100,45261,56261,0.06113314628601074
3100,44031,51492,0.06044435501098633
3100,41290,49541,0.05785703659057617
3100,40836,50251,0.055455923080444336
3100,43037,55415,0.07730221748352051
3100,40640,49129,0.05558347702026367
3100,40317,49057,0.05599856376647949
3100,43103,52320,0.06048226356506348
3100,42385,49711,0.059848785400390625
3200,48852,54875,0.06539583206176758
3200,44129,53732,0.06357455253601074
3200,47084,55337,0.06558537483215332
3200,49200,55709,0.06550288200378418
3200,43384,51213,0.05747222900390625
3200,46795,54019,0.08614349365234375
3200,42747,55965,0.061020612716674805
3200,44556,53346,0.06119108200073242
3200,47060,57718,0.11485695838928223
3200,49198,58557,0.06899785995483398
3200,43916,56843,0.06287264823913574
3200,47598,55383,0.06561398506164551
3200,45359,50967,0.06961226463317871
3200,45017,56107,0.07327485084533691
3200,47747,58820,0.06870818138122559
3200,43818,50142,0.0807342529296875
3200,41833,50175,0.105712890625
3200,42007,49613,0.060228586196899414
3200,42127,51116,0.06053304672241211
3200,43558,54110,0.07824945449829102
3200,40729,51314,0.09963417053222656
3200,43850,50914,0.1051943302154541
3200,42021,49904,0.10641980171203613
3200,48338,57421,0.06701183319091797
3200,43401,56829,0.06388568878173828
3200,41938,52666,0.06675887107849121
3200,51977,61036,0.07175183296203613
3200,46135,53501,0.07855415344238281
3200,39668,52197,0.07279109954833984
3200,45725,56770,0.06484198570251465
3200,42598,52372,0.07636833190917969
3200,45093,55632,0.0795278549194336
3200,43369,50839,0.0764622688293457
3200,43067,53018,0.062001705169677734
3200,43185,53407,0.09771037101745605
3200,42915,53367,0.12031912803649902
3200,42264,56160,0.1092989444732666
3200,44591,52982,0.12962627410888672
3200,44443,52267,0.06254243850708008
3200,50953,59449,0.07082390785217285
3200,42729,51052,0.05973052978515625
3200,43415,51980,0.060793399810791016
3200,44842,53573,0.09066915512084961
3200,48868,54877,0.08698034286499023
3200,43381,55610,0.061711788177490234
3200,43060,49894,0.05661487579345703
3200,45899,55128,0.0833425521850586
3200,48253,56560,0.06795430183410645
3200,43604,50259,0.05854916572570801
3200,43433,53570,0.0951223373413086
3300,47878,55581,0.1251065731048584
3300,46603,55030,0.06783866882324219
3300,44080,52364,0.05982494354248047
3300,49499,61045,0.08882546424865723
3300,46083,55240,0.06556344032287598
3300,42724,53217,0.05985379219055176
3300,41286,52886,0.05657505989074707
3300,45776,55981,0.06458759307861328
3300,45227,53785,0.06310915946960449
3300,45069,52735,0.07175540924072266
3300,48910,57433,0.11782169342041016
3300,46058,53988,0.13293004035949707
3300,46694,54686,0.11437106132507324
3300,50059,59604,0.14331364631652832
3300,44325,56846,0.06655216217041016
3300,47317,55313,0.06858253479003906
3300,45824,53638,0.0610346794128418
3300,54896,62016,0.07618045806884766
3300,44344,56919,0.06508636474609375
3300,46178,59046,0.06594586372375488
3300,43093,53308,0.059203386306762695
3300,48519,56145,0.0740194320678711
3300,47901,57049,0.07771921157836914
3300,45117,57111,0.07148337364196777
3300,48698,56266,0.06951212882995605
3300,47712,57185,0.07145237922668457
3300,43779,54353,0.1007692813873291
3300,43286,54478,0.11876511573791504
3300,45119,51402,0.12437796592712402
3300,49803,62501,0.14935088157653809
3300,43524,54896,0.1203315258026123
3300,43272,53609,0.1216588020324707
3300,43599,53279,0.13973760604858398
3300,43317,52477,0.13334155082702637
3300,45167,51384,0.12061691284179688
3300,46869,58245,0.1301259994506836
3300,47427,55237,0.13930416107177734
3300,48025,55579,0.13452792167663574
3300,44754,54698,0.12859892845153809
3300,47671,56765,0.13872790336608887
3300,46308,55873,0.13249635696411133
3300,43100,50810,0.11988306045532227
3300,46601,53734,0.129150390625
3300,48490,59680,0.1407175064086914
3300,43373,54003,0.12551236152648926
3300,45642,54113,0.12632107734680176
3300,44105,50343,0.056752681732177734
3300,46595,55718,0.08547711372375488
3300,46061,57147,0.11934494972229004
3300,44023,53847,0.12243247032165527
3400,44112,54476,0.1106419563293457
3400,47345,55775,0.11988472938537598
3400,47279,56541,0.12295818328857422
3400,46328,54447,0.11727476119995117
3400,51005,60440,0.13019824028015137
3400,45437,57448,0.12558722496032715
3400,46070,53673,0.11690473556518555
3400,49968,58564,0.12897253036499023
3400,50223,57101,0.1262214183807373
3400,48579,55737,0.12578558921813965
3400,49162,60546,0.13253545761108398
3400,48295,59853,0.12915825843811035
3400,46555,54614,0.12212848663330078
3400,47661,55781,0.11495018005371094
3400,46789,54143,0.1319108009338379
3400,50329,60353,0.14151430130004883
3400,44611,57579,0.13191652297973633
3400,51471,61509,0.13709187507629395
3400,43226,51912,0.11291670799255371
3400,43733,56833,0.1320056915283203
3400,45750,57056,0.13229990005493164
3400,54497,61721,0.15413737297058105
3400,46032,54545,0.13149380683898926
3400,45660,56916,0.13631105422973633
3400,49013,60403,0.14133358001708984
3400,44989,54265,0.12967324256896973
3400,48669,57716,0.13647127151489258
3400,44940,57765,0.13886713981628418
3400,50240,57884,0.13892698287963867
3400,48317,59297,0.12329864501953125
3400,46317,57613,0.12032389640808105
3400,44894,58350,0.13383007049560547
3400,45991,56876,0.1322317123413086
3400,48022,66009,0.13803362846374512
3400,51785,58915,0.13312411308288574
3400,48463,56368,0.13377952575683594
3400,44988,55021,0.1378495693206787
3400,47371,55533,0.13341712951660156
3400,52704,61726,0.18868732452392578
3400,48641,58393,0.14821434020996094
3400,44117,52783,0.11546921730041504
3400,52466,63736,0.1394810676574707
3400,48813,55984,0.12260770797729492
3400,49973,59401,0.13141226768493652
3400,48618,56942,0.1225581169128418
3400,46416,55133,0.11804890632629395
3400,48103,57981,0.1250925064086914
3400,48259,57873,0.11748981475830078
3400,50149,62200,0.12165236473083496
3400,51100,59513,0.12189936637878418
3500,50057,62189,0.1224372386932373
3500,48246,63096,0.12400984764099121
3500,50977,60304,0.12592077255249023
3500,51084,58852,0.12901639938354492
3500,48345,58838,0.12098288536071777
3500,49645,59793,0.1229097843170166
3500,45031,59085,0.1174628734588623
3500,49852,64152,0.1300673484802246
3500,46018,61104,0.12270522117614746
3500,51598,61195,0.1301898956298828
3500,46156,56022,0.11957907676696777
3500,49063,59239,0.12624669075012207
3500,47583,60648,0.12664246559143066
3500,52177,61823,0.13247966766357422
3500,51711,61858,0.13047504425048828
3500,57297,66815,0.14809536933898926
3500,51777,59101,0.1287391185760498
3500,50314,61797,0.1364901065826416
3500,47583,55605,0.12395858764648438
3500,46948,56028,0.12006878852844238
3500,46189,60026,0.13021373748779297
3500,46946,58417,0.13110876083374023
3500,47119,59091,0.12416648864746094
3500,51198,59674,0.12794208526611328
3500,48972,57600,0.13032078742980957
3500,48258,55148,0.13477420806884766
3500,46638,61424,0.146806001663208
3500,53551,61548,0.1493690013885498
3500,53873,62948,0.14930272102355957
3500,52643,61714,0.1472313404083252
3500,47903,56553,0.13511943817138672
3500,51633,60168,0.14360547065734863
3500,47029,57892,0.13350772857666016
3500,48842,62269,0.1441340446472168
3500,48651,58232,0.13564085960388184
3500,51657,61657,0.14726853370666504
3500,50697,57420,0.1367790699005127
3500,49964,57223,0.1449747085571289
3500,50222,60289,0.14031362533569336
3500,48156,58937,0.12752032279968262
3500,49621,59161,0.1246335506439209
3500,48535,56771,0.12292146682739258
3500,49589,58910,0.13085579872131348
3500,51063,59324,0.12920141220092773
3500,50322,60280,0.1330263614654541
3500,51383,62321,0.1339411735534668
3500,48964,57588,0.1256401538848877
3500,47405,60132,0.12793278694152832
3500,53649,65849,0.15179657936096191
3500,50265,58226,0.1389763355255127
3600,58035,69468,0.1527862548828125
3600,51528,63528,0.1360471248626709
3600,58446,67586,0.16792917251586914
3600,52589,60730,0.1533033847808838
3600,49383,58731,0.1468045711517334
3600,49773,62363,0.1537020206451416
3600,48351,59017,0.15622377395629883
3600,50236,66586,0.17155218124389648
3600,50097,61730,0.15579676628112793
3600,48854,60646,0.12900972366333008
3600,46808,58986,0.12422394752502441
3600,55019,66650,0.16453194618225098
3600,51562,62329,0.14717936515808105
3600,46678,61067,0.1257312297821045
3600,52749,62580,0.1380481719970703
3600,56405,63185,0.1444714069366455
3600,51530,60668,0.1303246021270752
3600,54994,70180,0.1616809368133545
3600,49381,58350,0.12714219093322754
3600,47978,60853,0.1259305477142334
3600,48459,59787,0.12730860710144043
3600,51574,62579,0.13886618614196777
3600,59637,66408,0.16254448890686035
3600,52941,59890,0.13256287574768066
3600,47658,58191,0.12447786331176758
3600,56315,69484,0.1507110595703125
3600,52441,69228,0.16531777381896973
3600,48005,56857,0.1194913387298584
3600,49608,60441,0.1295161247253418
3600,54387,60427,0.13392186164855957
3600,50271,59558,0.13294291496276855
3600,46564,62594,0.12947583198547363
3600,45748,60297,0.12109160423278809
3600,50278,59553,0.12961435317993164
3600,50573,59996,0.13689327239990234
3600,54528,60874,0.16087675094604492
3600,49536,59875,0.1376476287841797
3600,48647,62766,0.1460278034210205
3600,48182,62403,0.14133000373840332
3600,52218,60181,0.14692211151123047
3600,50700,64488,0.1470959186553955
3600,51966,63472,0.14984369277954102
3600,48524,59809,0.13997983932495117
3600,48003,56504,0.13804960250854492
3600,47403,60424,0.13932466506958008
3600,49178,62544,0.13082003593444824
3600,50853,62118,0.11675620079040527
3600,51443,58680,0.09840154647827148
3600,48210,58324,0.10519933700561523
3600,50249,58451,0.08561062812805176
3700,51693,60471,0.0986170768737793
3700,54382,65292,0.08373475074768066
3700,49617,60704,0.07180500030517578
3700,51546,60012,0.07976627349853516
3700,51090,61796,0.07689428329467773
3700,54712,65295,0.10015654563903809
3700,55335,63696,0.08093714714050293
3700,52001,62692,0.07889556884765625
3700,50259,60380,0.09040093421936035
3700,51194,62237,0.07207536697387695
3700,51527,61299,0.0747995376586914
3700,51056,66172,0.08202147483825684
3700,53036,64534,0.09658169746398926
3700,48195,58611,0.08122062683105469
3700,54745,63799,0.07922673225402832
3700,54222,61707,0.08894133567810059
3700,56715,66755,0.08476924896240234
3700,48614,61315,0.07354092597961426
3700,48916,63548,0.07369875907897949
3700,56799,68724,0.09903168678283691
3700,56104,66038,0.08864712715148926
3700,51090,61589,0.07537627220153809
3700,50785,63837,0.0786740779876709
3700,55501,63143,0.07996749877929688
3700,52744,62164,0.07709383964538574
3700,53652,61427,0.08342790603637695
3700,52372,62658,0.09738039970397949
3700,56508,69004,0.1311478614807129
3700,52119,61087,0.13196897506713867
3700,55909,66321,0.13739728927612305
3700,54503,64101,0.07918906211853027
3700,53046,65838,0.08187222480773926
3700,51394,63522,0.09353446960449219
3700,50799,60136,0.0767214298248291
3700,55362,63551,0.08061051368713379
3700,51305,62881,0.0734853744506836
3700,53472,62733,0.09694910049438477
3700,55365,66033,0.08387994766235352
3700,53321,66192,0.08069300651550293
3700,53684,60656,0.09589695930480957
3700,47899,69403,0.07745170593261719
3700,54159,65274,0.07767963409423828
3700,49419,66166,0.07788562774658203
3700,49406,63208,0.0761103630065918
3700,50357,62167,0.07840132713317871
3700,52605,63806,0.0740816593170166
3700,53539,63174,0.09290504455566406
3700,52444,61760,0.07750225067138672
3700,57652,66078,0.0867910385131836
3700,52489,61481,0.07946634292602539
3800,52960,67263,0.08101177215576172
3800,52379,66605,0.0760195255279541
3800,52834,63646,0.07786989212036133
3800,52360,61605,0.07792043685913086
3800,55130,63512,0.09884357452392578
3800,54769,67791,0.08445167541503906
3800,54407,65600,0.07744264602661133
3800,53986,64429,0.07603120803833008
3800,51098,65351,0.07675504684448242
3800,55543,64663,0.07612466812133789
3800,51288,64545,0.06866073608398438
3800,55044,67483,0.0933835506439209
3800,59113,66627,0.08307027816772461
3800,54104,63601,0.07823491096496582
3800,52425,62630,0.07639217376708984
3800,54157,68244,0.09393429756164551
3800,57594,66100,0.13970375061035156
3800,53284,63155,0.07334232330322266
3800,53699,63876,0.09584450721740723
3800,56671,65522,0.07689309120178223
3800,54992,65580,0.07604384422302246
3800,52560,72090,0.08548474311828613
3800,53689,67476,0.07677721977233887
3800,51723,63969,0.08193731307983398
3800,54570,65808,0.08354806900024414
3800,56946,66221,0.10178565979003906
3800,54118,64282,0.07757139205932617
3800,50814,62907,0.07318925857543945
3800,52134,62900,0.07904696464538574
3800,52652,63041,0.07275986671447754
3800,54613,64547,0.07519865036010742
3800,53300,64340,0.07843542098999023
3800,53011,63425,0.07537007331848145
3800,51834,61649,0.09566378593444824
3800,52142,62651,0.07626700401306152
3800,57720,68635,0.13775181770324707
3800,52516,61629,0.10100603103637695
3800,62014,72195,0.13159704208374023
3800,60803,72347,0.1292407512664795
3800,56537,68302,0.10405826568603516
3800,53348,63763,0.146162748336792
3800,52868,63661,0.1367814540863037
3800,52779,66497,0.08590865135192871
3800,58118,67857,0.10257720947265625
3800,54862,64855,0.08573508262634277
3800,53829,70573,0.08231353759765625
3800,52219,68798,0.0834505558013916
3800,55744,62404,0.07824921607971191
3800,56314,62153,0.08215856552124023
3800,52059,64489,0.12875843048095703
3900,53971,66758,0.14551782608032227
3900,57683,70058,0.0861210823059082
3900,55798,67055,0.0822606086730957
3900,57807,71937,0.09175753593444824
3900,60081,71667,0.1073615550994873
3900,56021,65713,0.11107969284057617
3900,58100,67075,0.14153695106506348
3900,60988,72497,0.0944972038269043
3900,54496,64303,0.08024716377258301
3900,52011,67069,0.11438369750976562
3900,55938,66913,0.14011096954345703
3900,50037,63763,0.12468338012695312
3900,55961,65150,0.1272873878479004
3900,59648,67851,0.12456822395324707
3900,56983,69443,0.11129069328308105
3900,58171,68536,0.12620162963867188
3900,53081,63627,0.10597419738769531
3900,55475,65712,0.11052274703979492
3900,54646,63504,0.09767270088195801
3900,61962,78196,0.125380277633667
3900,54743,64576,0.10770845413208008
3900,54090,63548,0.08895230293273926
3900,57287,69961,0.09145665168762207
3900,52118,65427,0.08191585540771484
3900,53262,64257,0.1061713695526123
3900,54093,64416,0.08269619941711426
3900,55639,64104,0.0803678035736084
3900,52140,67334,0.07869410514831543
3900,57468,67496,0.08318185806274414
3900,56252,66223,0.1375589370727539
3900,55546,64978,0.1255638599395752
3900,59404,74396,0.11359906196594238
3900,56510,70196,0.10912656784057617
3900,55541,67594,0.07792019844055176
3900,53187,67787,0.07762265205383301
3900,58043,70640,0.08404183387756348
3900,58582,71262,0.08148789405822754
3900,50509,63765,0.07114005088806152
3900,58332,69193,0.08601760864257812
3900,49643,67799,0.07584190368652344
3900,57095,67597,0.13911890983581543
3900,52474,64500,0.1298062801361084
3900,53160,66622,0.14386391639709473
3900,64732,71743,0.17002439498901367
3900,55009,77054,0.2016289234161377
3900,55756,64751,0.14418768882751465
3900,59398,75877,0.1035163402557373
3900,57088,75921,0.10937380790710449
3900,58967,72936,0.08815383911132812
3900,53452,64039,0.07947492599487305
4000,61633,71529,0.09456729888916016
4000,53627,73034,0.08597564697265625
4000,59009,68297,0.08862066268920898
4000,56388,70810,0.09424233436584473
4000,61374,70414,0.11924433708190918
4000,59903,71152,0.14620757102966309
4000,55411,66388,0.09714412689208984
4000,61236,73640,0.13085222244262695
4000,63310,71309,0.15608596801757812
4000,55792,65857,0.13456034660339355
4000,55641,69715,0.09239983558654785
4000,53313,65987,0.0861215591430664
4000,56993,66122,0.1029517650604248
4000,56430,67823,0.09174227714538574
4000,56686,65229,0.09135627746582031
4000,60148,70563,0.11093521118164062
4000,58680,67744,0.09027910232543945
4000,55090,66272,0.0898580551147461
4000,60863,70895,0.09742927551269531
4000,57695,71029,0.09216165542602539
4000,52406,65277,0.09886479377746582
4000,54390,76161,0.09882926940917969
4000,62856,70292,0.11198186874389648
4000,54630,72561,0.09295439720153809
4000,54601,67213,0.09330224990844727
4000,54139,73818,0.09235477447509766
4000,54438,66444,0.08230328559875488
4000,56161,75446,0.11652779579162598
4000,56509,68138,0.10526490211486816
4000,56110,68742,0.09175491333007812
4000,58193,67994,0.09197235107421875
4000,58659,73350,0.09772086143493652
4000,56889,70995,0.08965420722961426
4000,59996,68902,0.09439611434936523
4000,58292,68226,0.10832667350769043
4000,57343,68042,0.09226298332214355
4000,62095,73169,0.15511584281921387
4000,59537,69614,0.1659705638885498
4000,56250,64190,0.1556251049041748
4000,61188,72933,0.1738109588623047
4000,58435,69563,0.1484394073486328
4000,56568,69533,0.14478445053100586
4000,55205,66532,0.1432344913482666
4000,55939,67709,0.14139103889465332
4000,56052,71268,0.1496410369873047
4000,56085,66192,0.13920021057128906
4000,58452,74727,0.15386533737182617
4000,58741,75487,0.15755367279052734
4000,53586,68561,0.14305877685546875
4000,54952,65749,0.13605117797851562
4100,56106,70516,0.14565825462341309
4100,56673,71122,0.14937233924865723
4100,52396,72358,0.14453959465026855
4100,59449,69314,0.14908790588378906
4100,62622,78810,0.16296863555908203
4100,66232,77733,0.1727306842803955
4100,58592,67954,0.163238525390625
4100,60386,72234,0.1622920036315918
4100,63702,71975,0.17475461959838867
4100,56960,69401,0.16108465194702148
4100,59467,67610,0.15747356414794922
4100,59141,69869,0.11920285224914551
4100,58239,71417,0.10260939598083496
4100,55107,69355,0.08887839317321777
4100,59538,71352,0.10159945487976074
4100,59742,71093,0.09911823272705078
4100,56831,70514,0.09434652328491211
4100,58601,70153,0.09699368476867676
4100,60854,74644,0.12879157066345215
4100,58689,69279,0.16002607345581055
4100,57780,75323,0.1697232723236084
4100,56124,70602,0.1601855754852295
4100,59945,81007,0.17587876319885254
4100,59873,73209,0.16759824752807617
4100,63054,75823,0.22871756553649902
4100,66151,79490,0.190399169921875
4100,56396,70486,0.15822410583496094
4100,63652,79444,0.18379712104797363
4100,68298,79697,0.19075965881347656
4100,56664,67004,0.14603781700134277
4100,59202,69148,0.1543712615966797
4100,59227,73652,0.14929485321044922
4100,59044,74116,0.1476292610168457
4100,55089,72003,0.1377875804901123
4100,59920,75498,0.09965658187866211
4100,59481,71943,0.10683655738830566
4100,60483,71469,0.10515332221984863
4100,56575,70928,0.14284706115722656
4100,56710,67334,0.13655662536621094
4100,59622,70474,0.14380836486816406
4100,65550,78640,0.16354894638061523
4100,58445,75056,0.15293002128601074
4100,59235,70367,0.1495976448059082
4100,59356,70943,0.151170015335083
4100,54966,74296,0.15187311172485352
4100,60306,71040,0.14729642868041992
4100,59009,68700,0.08663034439086914
4100,63377,73469,0.09834146499633789
4100,61185,75136,0.1023249626159668
4100,58765,69767,0.10797882080078125
